giniIndex,percentNoWeb,meanHouseholdSize,percentHsEdu,percentBachelorsEdu,perCapitaIncome,uninsuredRate,ueRate,percentArmedForces,percentEnglishOnly,medianAge,percent65andOlder,percentHigherEd,y,x
.55330002,28.776522,2.4300001,76.099998,13.6,18150,9.6999998,16.237301,0,78.720718,35.099998,12.1,7.4479437,9.6999998,18150
.49939999,25.777365,2.6500001,81.800003,26.4,22191,11.5,8.7523565,.067809381,73.431709,34,11.2,8.5707817,11.5,22191
.46700001,19.712006,2.9200001,74.800003,30.700001,25791,11.5,6.6024699,.042763285,28.147579,39.5,16.300001,7.5915017,11.5,25791
.47780001,7.2783933,2.4400001,92.599998,74.5,67148,5,4.3342543,.060886506,75.76059,35.5,9.8000002,5.8259711,5,67148
.50819999,20.390757,2.3900001,86,43.5,34644,10.5,8.1935015,0,79.867188,34.200001,10.8,8.6639881,10.5,34644
.5151,9.2548647,2.3099999,88.900002,66.300003,63967,5.5999999,5.95435,.044875246,74.728584,35.099998,10.6,6.9753556,5.5999999,63967
.48339999,20.110546,3.05,82.199997,43.799999,29112,9.6000004,6.3970966,.0140007,43.194031,33.400002,11.1,6.980999,9.6000004,29112
.48930001,39.00951,3.6800001,66.199997,18.5,15725,7.8000002,6.2735634,0,22.507185,27.799999,11.5,6.8159676,7.8000002,15725
.47600001,21.928665,3.48,51.900002,19,18459,18.200001,7.4368978,.011488677,15.988206,33.700001,10.2,6.1174893,18.200001,18459
.50169998,24.85747,2.8,76.699997,27.700001,24707,13.1,12.541001,.018979488,62.034725,31.5,10,8.2472,13.1,24707
.45320001,17.352068,2.0999999,90.699997,56.200001,46592,11.1,5.1003885,0,64.327934,35,10.9,7.0218601,11.1,46592
.51749998,19.279253,2.9300001,77.900002,30.799999,24860,9,8.5887747,.030027658,36.469151,36.200001,15.7,7.1770854,9,24860
.54210001,29.804323,2.3699999,80.400002,35.099998,22584,7.1999998,12.722454,0,39.561676,45.799999,26.1,6.5490298,7.1999998,22584
.4914,21.882193,2.53,86.900002,36.599998,30351,10.6,10.343914,.026428673,72.664993,34.700001,12.900001,9.6211672,10.6,30351
.4795,23.616982,2.77,82.800003,27.1,24798,12.9,8.4410858,0,62.005917,34.099998,11.2,8.3060589,12.9,24798
.47080001,15.565755,2.96,78.800003,32.400002,30740,6,7.6104746,.068570174,41.285286,40.400002,16.799999,7.5819821,6,30740
.47639999,17.60577,2.75,83.900002,37.700001,29597,6.9000001,7.218442,.014408392,43.818378,40.5,17.4,7.9385452,6.9000001,29597
.54140002,24.144529,2.9100001,82.300003,40.5,25810,9.8999996,7.107501,.059215397,44.582886,33.5,14.9,8.7230301,9.8999996,25810
.55589998,15.916977,2.4200001,86.599998,61.700001,60619,5.1999998,7.9262123,0,72.095856,36.200001,10.3,4.7955723,5.1999998,60619
.45519999,15.588101,3.0599999,65.5,27.9,24043,16.4,7.4868445,0,29.293562,33.5,7.5999999,6.1610498,16.4,24043
.5309,30.724035,2.5899999,77.599998,23.200001,22163,9.8999996,8.2444963,.045933992,78.947365,33.200001,10.900001,6.5807533,9.8999996,22163
.43779999,14.903214,3.0599999,89,34,33502,6.6999998,8.6032534,.030574417,66.648956,40.400002,16.1,8.2640142,6.6999998,33502
.52270001,23.193615,2.4100001,87.400002,45.799999,31005,9.6000004,6.835125,.073384054,25.353565,44.299999,22.699999,7.0647068,9.6000004,31005
.43040001,15.329909,3.01,85.699997,27.200001,26886,8.3000002,6.9839168,.065148182,74.691925,37.900002,12.9,10.200024,8.3000002,26886
.46759999,19.816547,3.03,65.300003,27.700001,23115,22.5,9.5342302,0,34.038544,30.299999,6.4000001,7.9842749,22.5,23115
.49399999,14.263566,2.21,90.599998,60,49004,7.1999998,6.25,.063180506,77.340591,35.599998,12.6,6.6167698,7.1999998,49004
.4474,33.368855,1.9299999,77.099998,18.6,19375,4.3000002,8.7243118,0,64.948875,47.700001,27.700001,6.5685072,4.3000002,19375
,,,,,,,,,,,100,,,
.49329999,27.099857,2.75,74.099998,20.5,24252,21.9,5.1343007,0,21.177416,44.200001,18.4,8.4680443,21.9,24252
.48190001,27.446136,2.99,70.300003,19.799999,20034,22.4,4.4506764,.072346583,14.35323,42.299999,16.6,8.0624352,22.4,20034
.4314,19.771914,3.1900001,78.099998,20.5,25148,15,4.5679646,.13413817,28.057394,38,12.900001,7.0623994,15,25148
.4267,14.991517,2.79,86.099998,37.200001,37105,7.4000001,5.7423873,.032407273,49.489861,44.799999,21.1,7.6071033,7.4000001,37105
.44620001,14.820593,2.8800001,84,31.700001,32137,13.9,4.3584175,.076304324,33.769516,43.5,18.4,8.3281298,13.9,32137
,,,,,,,,,,,100,,,
.44029999,11.846814,2.3199999,93,51.299999,45446,4.5999999,4.8215208,0,49.329716,48.400002,25.9,5.818182,4.5999999,45446
.41670001,10.339179,2.75,88.900002,42.200001,37166,8.6999998,5.6184034,.049263105,44.679005,41.299999,17.4,8.4984093,8.6999998,37166
.42399999,15.147285,2.54,90.5,45.099998,38986,5.6999998,5.5471778,0,46.835442,48.900002,25,6.0874567,5.6999998,38986
.4637,10.916031,2.8299999,96.199997,51,46719,5.5999999,4.486835,0,50.199657,45.299999,20.5,6.061038,5.5999999,46719
.43619999,9.9962645,2.6700001,88.900002,43,36515,8.3999996,4.7859755,0,39.989372,44.700001,18.5,6.5280933,8.3999996,36515
.45539999,16.855082,2.9100001,86.099998,35.5,29830,9.1000004,9.2284679,0,38.791897,41.299999,15,8.2743101,9.1000004,29830
.45320001,11.55745,3.1700001,87.900002,43.200001,31649,4.8000002,9.2364883,0,33.3284,40.5,17.4,10.818411,4.8000002,31649
.44980001,16.775732,2.9000001,84.400002,38.200001,27413,7,5.9022503,.12413549,41.632343,35,14.9,11.090335,7,27413
.41980001,22.302387,4.0300002,61.700001,12.9,16826,26.299999,5.6358781,0,13.694029,32,8.8000002,6.001574,26.299999,16826
.42640001,19.179104,3.3900001,76,17.799999,21685,17.6,6.9893951,0,24.696438,36.900002,13.9,8.8248835,17.6,21685
.47260001,17.561268,3.1400001,73.400002,21.799999,22720,9.1000004,5.9354649,0,33.204021,37.299999,11.6,7.3645334,9.1000004,22720
,,,,,,,,,,,100,,,
.43630001,18.947237,2.6600001,76.5,28.5,27761,17,4.6596518,0,20.230766,39.700001,14.7,7.0283437,17,27761
.4544,19.330818,3.1800001,73.599998,26.200001,22249,18.4,5.6173944,.01002833,14.042323,38.599998,13.299999,7.5824575,18.4,22249
.47659999,17.851213,2.26,90.199997,49.299999,35632,8.1999998,5.2276921,.026657425,29.72146,44,20.599998,7.4819689,8.1999998,35632
.46970001,13.551028,2.23,93.099998,59.5,46430,5,4.6775517,.031678811,42.402565,41.900002,19.200001,7.0381489,5,46430
.41780001,15.611492,2.8399999,76.800003,28.9,25978,16.6,4.7921762,0,22.821035,38.900002,13.7,8.7897778,16.6,25978
.45570001,15.741108,2.8199999,85.900002,27.4,32263,11.3,5.6244044,0,44.990013,38.400002,13.2,7.718451,11.3,32263
.42219999,14.42194,2.75,87.099998,33.299999,36301,7,6.6646333,.060930636,52.251293,43.200001,18.5,6.7049112,7,36301
.42050001,20.912754,3.04,82.199997,25.200001,27568,14,5.593627,.03962981,42.692192,35.400002,10.1,6.8009596,14,27568
.39179999,13.235294,3.3,91.400002,32.5,33473,7.5999999,6.4543405,.11313564,81.314354,44.299999,19.700001,9.1038036,7.5999999,33473
.40599999,16.820297,3.54,87.599998,23,27935,8.3999996,10.118131,.21027814,85.624947,39.5,14.2,9.0718756,8.3999996,27935
.38699999,16.393307,3.52,88.199997,26,30087,7.1999998,7.6120129,.054635379,86.385696,39.299999,15.5,8.3479071,7.1999998,30087
.48269999,16.563601,2.78,85.199997,26.6,36334,5.5,7.0308084,.18995705,63.911613,45.200001,21.700001,6.5741415,5.5,36334
.4596,18.023325,2.3399999,91.300003,46.099998,37544,6.5999999,4.1750779,0,42.274677,38.599998,16.1,8.1276827,6.5999999,37544
.41119999,13.913526,3.8099999,76.599998,20.4,21709,11.8,8.2157259,0,39.732628,35.299999,9.8999996,8.8877659,11.8,21709
.42039999,11.311566,3.5899999,78,23.299999,25481,10.1,8.65905,.015180266,46.595722,37.900002,12,10.181627,10.1,25481
.41260001,14.387568,3.5599999,77.400002,27.799999,24653,14.9,6.8941226,0,38.89484,34.299999,9.5,7.802587,14.9,24653
.42469999,15.2232,4.1100001,71.599998,19.6,22049,13.1,9.9271564,0,61.247406,36.099998,10.2,9.7583303,13.1,22049
.43079999,14.017843,3.73,73.699997,18.1,24460,10.5,9.5805159,0,69.90979,38.099998,11.7,9.6376553,10.5,24460
.4152,14.700969,3.6400001,75.699997,21.5,25205,13.8,6.8170037,.036883619,32.445705,37.5,11.400001,6.8209023,13.8,25205
.3698,11.800537,3.45,88.900002,27.5,30216,6.8000002,5.5985899,.14638074,75.122894,37.400002,12,10.177286,6.8000002,30216
.44139999,15.890801,3.25,83,28.4,27902,9.5,9.8082314,0,59.998692,39.900002,14.3,10.296233,9.5,27902
,,,,,,,,,,,100,,,
,,,,,,,,,,,100,,,
.39700001,8.0306826,3.29,88.5,39.400002,32021,7.1999998,4.885469,0,42.569218,38.400002,14,9.0645361,7.1999998,32021
.46160001,16.268198,3.0699999,86.099998,32,32110,8.3000002,6.6279263,0,48.954594,42.099998,15.7,10.099606,8.3000002,32110
.39520001,15.719123,3.54,83.5,18.4,25256,8.3999996,4.8543692,0,55.216446,40,13.8,10.236846,8.3999996,25256
.3987,11.249493,3.73,86,24,27442,8.6000004,15.556799,0,65.85199,39.5,14.3,9.4487591,8.6000004,27442
,,,63.200001,3.2,7330,16.4,44.961239,0,69.662918,45.5,6.5999999,0,16.4,7330
.47600001,19.641109,3.29,78.199997,35,23174,11.6,8.6953783,0,31.641212,35.099998,13.4,13.571157,11.6,23174
.46070001,29.319773,3.4400001,77.400002,17.799999,20816,14.1,15.549378,0,73.598412,34.400002,12.1,8.1151447,14.1,20816
.4014,22.707569,3.0799999,86.599998,21.5,25446,7.0999999,8.2616777,.022519141,88.921707,37.5,14.5,8.2850399,7.0999999,25446
.42559999,19.042299,3.0899999,76.699997,27.299999,25498,14.3,11.585643,.010437542,45.339535,35.400002,12,7.7499456,14.3,25498
.38769999,15.849325,3.6700001,80.400002,17.5,25222,10,10.312529,0,78.686447,35.900002,10.6,7.717237,10,25222
,,,,,,,,,,,100,,,
.41080001,11.215696,2.5799999,90.800003,41.799999,43755,4.5999999,2.998929,.11618663,62.204426,42.200001,18.1,6.102212,4.5999999,43755
.44220001,9.3763437,3.0999999,91,54.400002,52213,3.0999999,3.2258065,0,56.563904,48.599998,21.5,7.6566796,3.0999999,52213
.50169998,6.462585,2.5,97.699997,54.599998,86671,3.9000001,3.5958905,0,87.884354,53.799999,23.5,4.7269387,3.9000001,86671
.37549999,10.259522,3.1099999,92.199997,38.700001,38466,5.8000002,5.4809904,0,73.033424,41.799999,14.5,8.5981312,5.8000002,38466
.4479,5.6220098,2.77,87.199997,37.599998,43109,4.1999998,6.8991952,0,67.853096,43.099998,20.4,5.4636135,4.1999998,43109
.43720001,12.682482,3.47,95.5,50.599998,36818,3.8,6.0140591,0,67.012451,27.9,14.200001,6.6834617,3.8,36818
.44069999,8.3783092,2.6300001,96.900002,41.5,45230,4.4000001,5.7480979,0,81.628288,41.599998,13.6,6.052578,4.4000001,45230
.44240001,13.990843,3.1400001,80.400002,27.799999,29830,12.5,5.6597133,0,57.378399,37.700001,15,7.7161465,12.5,29830
.4488,7.0485997,2.95,97.300003,68,66042,2.5999999,5.2255855,.19043401,87.563034,42.200001,16.799999,10.753486,2.5999999,66042
.50209999,14.71977,2.77,81.800003,37.599998,39658,9.8000002,3.8934286,0,58.684341,38.299999,18.1,7.2449803,9.8000002,39658
.53490001,6.6147861,2.9300001,96.699997,67.5,85083,5,3.6829836,0,76.633682,44.900002,15.6,5.6514273,5,85083
.52740002,11.417323,2.8699999,98.5,63,47352,1.2,5.0660791,0,96.428574,41.700001,5.5,8.9285717,1.2,47352
.4621,0,3.47,96.099998,60.400002,36389,6,4.0705562,0,68.051773,22.5,9.3999996,48.467304,6,36389
,,,100,71.699997,3945,6.9000001,9.8214283,.54832077,76.18232,20.200001,0,99.760109,6.9000001,3945
.4544,17.211863,3.48,70.599998,19.700001,23540,18.4,5.5693703,0,51.543907,34,10.5,6.5257316,18.4,23540
.4025,6.6300616,3.45,90.599998,36.599998,39363,6,5.854835,.049363215,72.493431,39.299999,14.299999,9.1341143,6,39363
.41440001,9.9761333,3.8699999,77.300003,21.1,23131,15,6.1574435,0,51.111111,34.900002,13.099999,10.836967,15,23131
.42390001,11.971138,2.9100001,91.099998,38.099998,39549,6.0999999,5.4389853,.10518934,72.280006,42.700001,18.9,7.7143264,6.0999999,39549
,,,100,60,26550,0,0,0,64.285713,61.5,14.3,0,0,26550
.4686,8.0211878,2.8199999,95.800003,55.5,62295,3.0999999,4.2768273,0,65.041107,48.200001,22,6.6044307,3.0999999,62295
.41850001,11.579308,2.8099999,89.400002,28.1,39520,7,7.614852,0,76.044853,44.200001,19.5,3.6569827,7,39520
.56800002,8.1807995,3.1400001,92.699997,62.599998,70822,2.9000001,2.3274479,.23737933,75.85305,41.099998,20.299999,9.4769611,2.9000001,70822
.56849998,15.486726,2.76,91.400002,53.799999,75115,7.1999998,2.9054055,0,80.470436,45.5,20.9,5.3834686,7.1999998,75115
.46779999,10.532515,2.28,93.900002,50.599998,53388,6.5999999,5.755363,.23500687,83.008438,45.400002,19,6.0432763,6.5999999,53388
.41549999,14.126904,2.76,94,41.5,43438,3.4000001,5.1853099,0,78.976166,42.400002,17.4,6.6368523,3.4000001,43438
.38690001,7.3925147,2.7,95.400002,51.700001,48938,2.2,4.2437434,0,89.478127,48.799999,21.799999,7.665421,2.2,48938
.39089999,6.5389757,3.05,95.699997,56.5,55442,2.8,4.7282324,0,86.575325,42.900002,15.400001,6.4665766,2.8,55442
.5248,4.6934867,3.23,98.199997,75.800003,75136,3.7,4.9077182,0,68.284225,24,12.5,33.968803,3.7,75136
.45280001,1.8947369,2.48,98.900002,46,73771,9.8000002,7.8101072,0,100,48.599998,19.799999,10.471204,9.8000002,73771
.47350001,11.475247,2.71,95.5,57.400002,55377,2.0999999,4.4695044,0,83.657768,41.599998,17.300001,6.7053933,2.0999999,55377
.4082,9.4110737,2.8599999,94.800003,44.400002,45505,3.5,4.8073277,0,85.044724,43.799999,16.700001,6.9087658,3.5,45505
.3955,15.979502,3.72,73.800003,17.299999,26117,14.6,6.4650793,0,58.020821,35,11.5,6.7462964,14.6,26117
.4874,6.6924067,2.6199999,97.300003,72.300003,84724,3,2.9358103,0,74.483704,49.5,24.700001,6.3833418,3,84724
.47979999,7.3755236,2.95,95.199997,66.800003,60884,6.4000001,4.4762344,0,71.73983,42.200001,18.6,4.5418134,6.4000001,60884
.46799999,5.8133607,2.6300001,98,65.599998,57550,3.3,3.7883959,0,81.738083,47.5,16.1,7.4088907,3.3,57550
.36759999,10.240145,3.3199999,89.900002,36.5,36098,7.1999998,7.2506704,0,62.869907,40.200001,14.3,8.9810724,7.1999998,36098
.39579999,10.046798,3.1300001,93,47,43109,5.5999999,6.5705404,0,64.177628,38.700001,14.5,8.5599842,5.5999999,43109
.42289999,11.260243,3.3599999,84.900002,36.900002,37909,10.8,4.7346473,0,54.563805,38.599998,16.200001,7.3442316,10.8,37909
.456,11.764706,2.95,93.800003,53,54484,2.7,4.0335827,0,73.180382,41.799999,16.6,7.0411391,2.7,54484
.45719999,6.2114987,3.4000001,95.099998,63.400002,53159,1.9,2.4056683,0,76.333603,33.599998,14.7,5.9387589,1.9,53159
.49630001,27.139668,3.1099999,72.800003,23.200001,19799,8.6999998,9.3970385,.065687709,64.647781,31.9,12.9,7.2004251,8.6999998,19799
.47389999,21.287207,3.02,75.5,22.4,21492,8.1000004,13.261691,.27673453,69.700195,33.900002,11,7.4391608,8.1000004,21492
.45559999,18.586113,2.6099999,82,25.4,28735,4.9000001,5.7949724,.080832578,64.502533,38.5,12.700001,7.3953047,4.9000001,28735
.47499999,15.807188,2.3499999,88.699997,40.599998,43411,5.3000002,6.5372829,0,79.909943,49,21.4,6.6578975,5.3000002,43411
.4474,14.592275,2.6400001,97.099998,48.099998,48159,1.7,5.4668303,0,97.57766,49.099998,24.200001,7.4095182,1.7,48159
.4066,14.08484,3.3,83.900002,24.1,30237,11.9,4.5083561,0,67.182106,38.400002,15.200001,6.9434018,11.9,30237
.42199999,8.0193434,2.8,96.300003,48.799999,52975,3.4000001,3.7726295,.19762845,90.695419,43.900002,15.099999,6.163259,3.4000001,52975
.40709999,8.4545956,3,93.699997,28.299999,38098,6.5999999,6.5214844,0,82.099716,42.200001,13.8,6.6692367,6.5999999,38098
.3987,10.927493,3.1400001,89,24.6,34400,6.1999998,4.8074207,.081313059,78.70932,40.900002,16,6.7856021,6.1999998,34400
.41229999,6.34273,2.77,94.800003,45.900002,48604,2.5999999,5.4011536,0,93.614609,45.299999,16.6,7.6596346,2.5999999,48604
.41249999,11.880077,3.6800001,81.5,25.4,29806,9.8000002,7.8890924,.01886401,58.729633,34.700001,10.1,7.94175,9.8000002,29806
.43579999,6.1488671,2.7,95.300003,44.299999,49690,4,3.3005211,0,86.443527,47.599998,21.5,6.9234295,4,49690
.3802,7.8002439,2.95,94.199997,48.599998,47118,2.5999999,5.508338,.068813153,86.134933,42.599998,16.4,6.9170513,2.5999999,47118
.48010001,10.619744,3.04,86.699997,27.700001,33571,6.5,4.3115125,0,73.336304,35.799999,13.3,5.0941925,6.5,33571
.39910001,12.485338,2.9200001,93.099998,38.900002,41501,2,4.0270176,0,82.438492,44.700001,21.1,7.0312133,2,41501
.38049999,5.9456038,2.8599999,95.599998,44.400002,45965,4.9000001,4.5269017,0,91.267479,44,15.5,7.403163,4.9000001,45965
.39770001,8.975771,2.72,92.800003,27.4,39034,3.0999999,3.4679089,0,89.253922,42.099998,13.900001,8.7960997,3.0999999,39034
.43309999,19.768896,4.5599999,69.400002,13,22651,15.2,5.590714,0,29.131317,32.599998,8.6000004,7.8999028,15.2,22651
.44679999,6.4516129,2.77,96.900002,58.700001,60678,2.2,6.3690476,0,89.300552,46.799999,16.5,4.9861498,2.2,60678
.44980001,9.2526693,2.6500001,83.800003,33.5,38564,6.4000001,6.7875953,0,81.968666,50.5,22.200001,4.4634938,6.4000001,38564
.38820001,6.5902905,3.27,91.699997,31.4,36343,5.1999998,4.7924528,0,83.105209,36.900002,13.099999,8.9227581,5.1999998,36343
.44679999,5.9187279,2.6800001,98.199997,60,62148,2,5.9200487,0,95.630737,46.299999,17.4,6.1033664,2,62148
.40830001,18.229826,3.5799999,74.800003,16,24839,14.2,5.3416147,.018813968,49.040653,34.299999,9.6999998,6.4209728,14.2,24839
.4447,1.8112488,3.1500001,98,80.699997,88451,1.5,1.9922523,0,82.285179,41.099998,13.1,7.2851806,1.5,88451
.4127,8.8660002,2.9300001,96.300003,47.700001,48697,2.4000001,4.7209492,.012188186,87.385704,47.400002,19.6,7.286849,2.4000001,48697
.39719999,14.327335,3.51,78.199997,18.700001,26478,9.8999996,6.7333031,0,55.960541,36.799999,11.1,5.6438212,9.8999996,26478
.3908,10.054996,2.76,92,34.099998,35155,4.5,5.2203183,.16290046,75.048523,39.200001,13.5,7.0009527,4.5,35155
.39480001,11.690346,3.0899999,89.599998,28.1,34339,6.0999999,7.2858181,0,72.899368,40.299999,14.6,7.0808258,6.0999999,34339
.39219999,8.5760145,3.1600001,95.300003,42.099998,44395,2.4000001,5.8746548,0,92.76767,41.200001,13.5,6.8073368,2.4000001,44395
.40149999,5.7715073,2.96,95.5,45.799999,43816,3.7,5.270968,0,87.359161,44.099998,16.1,6.2630405,3.7,43816
.5126,7.7355838,2.53,95,55.700001,64293,2,4.0268455,0,84.152367,49.099998,24,5.8156443,2,64293
.4321,4.9171567,2.8499999,96.099998,62.5,62622,2.5999999,3.5501628,.0072976719,82.504959,45.700001,19.200001,8.6514626,2.5999999,62622
.42460001,10.495882,2.9100001,93.400002,35.400002,41790,3.9000001,4.3137255,.10053499,82.087608,42.099998,15.4,8.010664,3.9000001,41790
.37369999,6.868609,3.28,91.699997,25.299999,36637,7.3000002,6.1977267,0,78.095642,40.299999,11.7,6.7276807,7.3000002,36637
.36469999,19.314642,3.25,98.699997,57.099998,53088,3.0999999,6.3157897,0,93.912178,46,15.7,7.1856289,3.0999999,53088
.46849999,11.716536,2.8,95.800003,52.700001,47221,2.9000001,5.1160588,0,89.677795,45.5,20.9,5.7879319,2.9000001,47221
.35890001,6.5381207,2.98,95,32.799999,40026,4.4000001,5.9454994,.10367365,91.030365,42.299999,15,7.2400823,4.4000001,40026
.417,9.947299,2.8800001,93.699997,29.200001,42318,4.5999999,6.5630398,0,83.756264,42.200001,12.7,6.6263623,4.5999999,42318
.49259999,6.1855669,2.75,95,56.5,62687,3.2,4.1180029,.070339978,84.488762,46.299999,18.1,5.5748954,3.2,62687
.46619999,7.1311474,3.28,88.5,46,44827,9.1000004,5.8244553,.024109792,66.946632,40,13.9,6.3511214,9.1000004,44827
.49340001,6.4780765,2.7,96.099998,56.200001,62129,1.2,4.6445303,.15449265,84.852844,48.400002,26.1,4.2119856,1.2,62129
.35730001,9.5723019,3.3199999,87.900002,22.6,32653,8.5,3.5263157,0,62.238201,41,13.1,8.1587992,8.5,32653
.4138,11.42688,2.8699999,92.099998,37.900002,42450,2.5999999,3.9890642,0,87.231293,43,14.6,7.1392622,2.5999999,42450
.40759999,9.0385914,3.2,91.800003,26.299999,37735,3.7,3.5246532,0,90.186867,41.299999,15.2,7.1164823,3.7,37735
.45969999,3.0096402,2.95,97.699997,74.300003,77584,2.3,3.749259,0,66.736542,44.099998,13.6,6.8841186,2.3,77584
.45199999,9.7535162,2.6700001,94.699997,44.5,48635,2.8,7.2118483,0,89.744774,46.099998,21,5.4567504,2.8,48635
.42129999,9.6472282,2.99,94.099998,38.700001,44091,4.8000002,3.6801455,0,85.241776,40.799999,15.599999,8.0255203,4.8000002,44091
.35550001,7.8344092,3.1900001,91.599998,31.799999,38781,3.5999999,4.5928164,.098389231,82.035881,41.400002,15.9,7.5829039,3.5999999,38781
.382,10.089347,3.04,89.199997,22.200001,34269,6.5999999,6.1662302,0,74.030037,41.400002,13.599999,6.6017237,6.5999999,34269
.41010001,9.6427994,2.9200001,95.5,40.799999,46956,2.5,3.6077864,.024644338,90.013603,44.299999,17.4,5.9630709,2.5,46956
.37009999,8.4805651,3.1099999,96.400002,42.599998,44602,2.7,4.7272725,0,92.790802,42.799999,16.6,6.6850576,2.7,44602
.428,10.229712,3.01,90.400002,26.4,33562,6.0999999,5.0558844,0,77.478874,38.299999,14.3,6.7677774,6.0999999,33562
.37130001,9.0995941,3.01,97.800003,45.900002,44795,1.3,4.636076,0,90.234116,41.099998,14.3,7.8344483,1.3,44795
.57480001,2.0242915,2.96,97.5,74,125220,3.7,3.0985916,0,80.497925,49.700001,19,8.9903183,3.7,125220
.41760001,7.6301403,2.98,94.300003,42,46739,2.9000001,4.6296296,.22103888,83.474007,42.099998,19.300001,4.9206619,2.9000001,46739
.37709999,6.5452361,3.0599999,94.099998,45.200001,45012,2.0999999,4.9939542,0,84.881851,42.400002,16.799999,6.216434,2.0999999,45012
.46070001,5.402689,2.6900001,97.800003,56.900002,60033,2.9000001,4.6582417,.039617408,93.017929,48.200001,21.200001,5.6896224,2.9000001,60033
.41010001,12.236412,2.52,94.300003,34.200001,44203,5.5999999,6.0659342,0,92.044914,46.900002,20.200001,8.1939802,5.5999999,44203
.5054,39.130436,2.5699999,91.099998,51.099998,50122,1.7,4.6511626,0,85.714287,47.5,8.5,3.5714285,1.7,50122
.55589998,13.592765,2.6199999,93.900002,56.599998,79890,2.4000001,3.6775401,.3968254,81.143539,46.299999,20.799999,4.6327438,2.4000001,79890
.44330001,14.322641,2.6400001,86.300003,25.700001,34285,9.3999996,6.0771408,0,73.911629,39.299999,14.8,6.3264308,9.3999996,34285
.37549999,10.254462,3.03,91,34.400002,37480,4.0999999,5.1178708,0,81.493744,42.099998,16.6,7.0373435,4.0999999,37480
.48469999,7.0154924,2.52,98,60.799999,59247,3.4000001,3.1277926,.027419796,82.980721,45.900002,22.6,9.0032911,3.4000001,59247
.3985,8.7875147,2.8599999,93.800003,35.099998,39896,6.3000002,5.9878464,0,89.122375,38.299999,10.7,6.5954442,6.3000002,39896
.38710001,11.184834,2.98,92.900002,29.4,35222,4.5999999,6.0984535,.048586145,83.227654,40.400002,15,6.5187163,4.5999999,35222
.49329999,8.632163,2.8099999,93.900002,48.5,56623,3.0999999,4.527112,0,88.62204,46.799999,20.299999,7.7091489,3.0999999,56623
.4161,9.9432888,2.79,92.900002,47.200001,48452,1.6,5.3918991,.06637352,93.689903,44.900002,19.1,6.2750053,1.6,48452
.3531,5.5603447,3.0599999,96.5,43.299999,47516,2,5.0650988,0,91.464142,43.200001,16.5,9.1035852,2,47516
.35969999,11.076306,3.22,91,24.4,31035,5.8000002,5.0998096,.02893658,79.870781,38.700001,12.2,7.3822427,5.8000002,31035
.3179,.61919504,3.28,96.599998,46.5,44597,2.4000001,4.7038326,0,91.293007,40.099998,11.6,4.6469917,2.4000001,44597
.39539999,7.6128602,2.8800001,95.599998,49,48881,2.0999999,4.0162182,.034491085,90.216911,45.200001,18.6,7.1949239,2.0999999,48881
.37470001,6.7772169,2.8699999,96.099998,45.400002,43177,2.9000001,3.9717979,0,81.750954,44.200001,17.9,6.15344,2.9000001,43177
.42210001,10.967517,2.8599999,94.800003,43.200001,40587,4.5,3.4225538,0,89.85006,44.5,16.4,7.1382799,4.5,40587
.4197,5.7187018,2.9000001,97.099998,68.199997,41950,2.4000001,6.2427344,0,70.840652,25.6,15.1,37.095402,2.4000001,41950
.47260001,6.0785499,3.1199999,96.400002,65.900002,73725,2.8,3.4805682,.064029947,68.390739,43.299999,15.799999,5.3602142,2.8,73725
.38010001,7.370924,2.98,95.900002,48,50023,2.4000001,4.1303906,0,89.36145,41.5,13.8,5.354816,2.4000001,50023
.38550001,8.8974485,3.0599999,95.199997,42.5,48910,2.2,4.0992832,.011596892,90.343369,43.299999,17.5,6.8178062,2.2,48910
,,,100,81,3966,1.6,12.968918,0,38.09206,19.9,0,99.76651,1.6,3966
.38170001,6.913487,3.0899999,94.699997,37.400002,43040,4.0999999,4.6981816,0,91.04509,43.400002,15.4,6.9449668,4.0999999,43040
.38080001,9.2105265,2.9200001,90.800003,33.900002,37982,5.8000002,8.9490118,0,92.741722,46.900002,18.299999,8.0794706,5.8000002,37982
.50370002,9.9272003,2.6099999,94.300003,65.5,84151,.30000001,3.6783359,0,81.39563,50.200001,27.5,4.912323,.30000001,84151
.41639999,19.762739,4,82.800003,21.6,24503,10,8.6907587,.15750788,68.136971,32.400002,9.3999996,8.451828,10,24503
.39739999,8.764781,3.1500001,90.900002,34.299999,38825,5.9000001,4.4873862,0,62.715607,44.5,17.700001,8.6400928,5.9000001,38825
.4188,9.0946846,2.9200001,95.800003,62.299999,56403,2.2,4.2261214,0,80.883499,44.5,19.4,5.8528242,2.2,56403
.47139999,12.21374,2.8699999,96,59.099998,55709,4.5,2.6090343,0,90.832611,46,17.1,5.8455567,4.5,55709
.4666,23.300488,2.52,82.5,18.299999,30276,15,6.3364606,.020503568,71.673286,43.5,20.299999,3.6520028,15,30276
.4914,28.539326,2.1600001,93.699997,48.5,69935,8.6999998,0,0,87.553192,56.400002,34.799999,4.1489363,8.6999998,69935
,0,2,100,0,,0,0,0,100,,0,0,0,
.57709998,46.363636,2.23,91.699997,43,76389,13,2.2988505,0,78.197998,54.299999,35.099998,3.5595105,13,76389
.46599999,15.151515,2.27,86,20.5,38204,7.8000002,7.3516121,0,85.778122,50.099998,27.299999,5.3004622,7.8000002,38204
