"","percentHsEdu","percentBachelorsEdu","perCapitaIncome","ueRate","uninsuredRate","medianAge","y","x"
"2599",91.2,58,58155,4.38713654577212,7.5,43,7.5,58155
"2600",79.8,41.5,36351,9.8526972978246,17.5,35.4,17.5,36351
"2601",89,50.8,53855,4.13932357395255,7.4,43.7,7.4,53855
"2602",77.6,27.4,25969,8.49353752579559,11.8,36.2,11.8,25969
"2603",80.6,29,26932,9.14223454833597,8.7,37.8,8.7,26932
"2604",87.6,31,35853,5.58719243580101,7,41,7,35853
"2605",75,24.2,24269,10.274397518492,14.2,34.8,14.2,24269
"2606",97.5,72.3,70934,4.76775117659096,3.7,45.3,3.7,70934
"2607",94.5,52,55540,6.01868487243981,7,40.5,7,55540
"2608",94.2,62.5,74613,7.8459707582455,4.1,43.8,4.1,74613
"2609",92.3,54.9,57988,2.77883517320137,3.3,43.7,3.3,57988
"2610",90,42,41988,6.75506803665648,5.6,43.4,5.6,41988
"2611",76.1,31.5,31032,8.36883885724537,13.9,36,13.9,31032
"2612",94.8,63.3,77330,5.31333020784498,3.4,39.7,3.4,77330
"2613",97.5,79.6,87302,4.11734431291817,1,46.2,1,87302
"2614",82.8,36.7,34859,7.45960165351372,11.9,41.5,11.9,34859
"2615",92.3,48.3,45748,3.98574743122307,5.3,43.7,5.3,45748
"2616",100,100,NA,0,0,NA,0,NA
"2617",NA,NA,NA,NA,NA,NA,NA,NA
"2618",93.4,56.2,46831,9.43139257745999,6.6,37.8,6.6,46831
"2619",93.7,30.1,41271,11.7647058823529,3.9,58.9,3.9,41271
"2620",88,0,45464,0,0,55.2,0,45464
"2621",93.6,33.5,38073,3.89268805891636,4.6,41.9,4.6,38073
"2622",96,33.2,41346,18.0612244897959,4.1,40.4,4.1,41346
"2623",94.7,33.9,35551,3.72079178449174,3.8,39.1,3.8,35551
"2624",85.6,29.4,32837,8.05687203791469,11.8,43.8,11.8,32837
"2625",90.2,42,42649,7.39156994502138,4.5,43.8,4.5,42649
"2626",94.7,27,38163,6.05449041372351,1.6,44.4,1.6,38163
"2627",90.2,43.7,41227,2.98913043478261,5.1,36.5,5.1,41227
"2628",85.7,28.4,31866,5.94419733117671,10.7,37.8,10.7,31866
"2629",92.4,38.4,41205,5.04303185867432,4.6,43.2,4.6,41205
"2630",89.5,23.3,39768,6.70252378982209,6.4,49.5,6.4,39768
"2631",91.6,37.2,35065,4.08450704225352,8,36.6,8,35065
"2632",72.5,21.8,24435,6.67886550777676,12.2,33.5,12.2,24435
"2633",95.4,39.5,41435,4.65116279069767,4,41.9,4,41435
"2634",95.7,48.9,44260,4.67250730079266,4.4,40.8,4.4,44260
"2635",88.2,29,29191,6.40569395017794,9.2,39,9.2,29191
"2636",100,51.4,16067,0,0,59.9,0,16067
"2637",94.5,18.5,23675,2.41286863270777,5.8,30.7,5.8,23675
"2638",86.9,22.1,29448,4.95472339752462,8.1,37.6,8.1,29448
"2639",90.8,24.6,32777,5.8055152394775,5.1,40.7,5.1,32777
"2640",85.1,28.4,23668,4.531241719222,3.6,22.7,3.6,23668
"2641",83,29.7,18850,6.70709162168158,6.5,19.7,6.5,18850
"2642",100,33.7,58662,13.1578947368421,0,45.5,0,58662
"2643",90.1,46.7,44791,5.11247443762781,3.5,43.8,3.5,44791
"2644",94.2,58.7,51630,6.22494837847686,3,45,3,51630
"2645",87.1,33.5,31177,3.34224598930481,6.3,41.3,6.3,31177
"2646",91.4,55,49634,3.4103657168499,7.9,43,7.9,49634
"2647",90.3,47.5,47744,3.51791530944625,2.4,47.1,2.4,47744
"2648",88.6,13.3,23638,3.82022471910112,8.1,43,8.1,23638
"2649",94.4,48.2,70664,6.87757909215956,5,52.2,5,70664
"2650",90.2,43.1,47856,4.84078068823831,4.7,43.6,4.7,47856
"2651",94.5,69.8,82415,1.31375579598145,2.8,50.3,2.8,82415
"2652",94.2,22.2,42143,8.65265760197775,4.6,44.9,4.6,42143
"2653",90,41.8,41573,9.22457552949414,8.4,43.2,8.4,41573
"2654",96.1,30.6,39565,10.0139082058414,7.2,40.3,7.2,39565
"2655",93.9,38.2,36326,6.97802197802198,5.8,42.6,5.8,36326
"2656",100,28.1,75907,6.18556701030928,0,44.3,0,75907
"2657",87.8,45.8,34128,9.47712418300654,3.5,36.9,3.5,34128
"2658",75.6,22.9,22360,8.81289389399731,13.7,27.5,13.7,22360
"2659",100,0,19981,0,0,45.7,0,19981
"2660",93.4,33.8,39711,7.06514615283786,5.2,42.8,5.2,39711
"2661",91.8,52.1,50734,3.62860192102455,2.7,44.6,2.7,50734
"2662",92.6,41.7,41110,7.78625954198473,5.8,44.5,5.8,41110
"2663",93.2,11.4,47868,6.49350649350649,21,33.3,21,47868
"2664",94.9,53.4,56319,2.8957528957529,0.5,42.9,0.5,56319
"2665",96.3,55.1,59084,5.463474524248,4.2,48.1,4.2,59084
"2666",91,29.8,36720,0,10.5,45.1,10.5,36720
"2667",92.2,48.1,45155,6.23390952556087,7.2,46,7.2,45155
"2668",94.7,43.4,47053,5.0862760834671,2.4,46.5,2.4,47053
"2669",94.3,37.2,36542,5.35566583953681,2.3,42.2,2.3,36542
"2670",77.6,12,22702,5.91054313099042,9.6,34,9.6,22702
"2671",94.6,50.5,54696,1.69332079021637,3.1,46.4,3.1,54696
"2672",100,70.1,19957,3.43980343980344,0,21.2,0,19957
"2673",93.8,33.4,33654,8.60681114551084,11,41.4,11,33654
"2674",91,45.3,41986,5.23022512412433,4.4,42,4.4,41986
"2675",87.8,28.9,30492,6.4929891650733,7.1,38.2,7.1,30492
"2676",91.6,40.1,38119,6.31941784756798,4,44.5,4,38119
"2677",98.5,41.1,56302,0,0,83.1,0,56302
"2678",90.5,33.4,36963,5.79064587973274,6.6,41.5,6.6,36963
"2679",92.4,57.7,60793,5.98843143926506,2.8,45.5,2.8,60793
"2680",94.2,66.2,63756,5.15352066833026,4.9,48.2,4.9,63756
"2681",90.2,58,49442,4.06257296287649,6.3,38.8,6.3,49442
"2682",90.6,51.4,56747,3.90601159597193,3.5,34.3,3.5,56747
"2683",96.3,71.5,93443,4.99026290165531,2.4,46.6,2.4,93443
"2684",91.3,48.3,45105,4.46424470674689,5.8,43,5.8,45105
"2685",71.4,20.4,21133,NA,NA,84.7,NA,21133
"2686",93.1,62.5,67211,4.42270597960871,6.8,41.5,6.8,67211
"2687",75.5,14.8,22723,11.02114260009,13.4,35.1,13.4,22723
"2688",85.7,45.4,43063,7.81864038946566,8.8,34.8,8.8,43063
"2689",83.2,46.5,35275,6.53918224186806,12.4,33.3,12.4,35275
"2690",86.7,48.9,36827,6.56811151729402,12.9,33.8,12.9,36827
"2691",86.5,45.9,37114,5.52937480364436,14.7,38.6,14.7,37114
"2692",86.7,49,38318,5.67157804825966,9.1,35.1,9.1,38318
"2693",85.2,47.7,35257,8.38325744867801,10.6,35.6,10.6,35257
"2694",99.7,85.3,91942,1.37637637637638,9.4,31.5,9.4,91942
"2695",93.6,72.6,77491,6.26123427201917,6.3,35,6.3,77491
"2696",86.3,22.5,24026,8.06391078226368,9.7,39.5,9.7,24026
"2697",72.9,25.8,21587,7.57605661600925,8.4,34.4,8.4,21587
"2698",81.6,44,28894,8.99623698258511,7,30,7,28894
"2699",72.2,26.7,21148,11.0469610590395,9.8,29.2,9.8,21148
"2700",76.9,15.2,19498,11.2296449467773,8.9,34,8.9,19498
"2701",79.2,14,18319,8.43742797879696,8.4,32,8.4,18319
"2702",88,49.1,41538,6.52109127360408,7.4,40.5,7.4,41538
"2703",88.7,35.3,28212,6.60845224693461,7.2,35.1,7.2,28212
"2704",83.6,48,39123,5.8220798602264,7.6,30.6,7.6,39123
"2705",76.1,13.6,18150,16.2373014536678,9.7,35.1,9.7,18150
"2706",81.8,26.4,22191,8.75235652254535,11.5,34,11.5,22191
"2707",74.8,30.7,25791,6.60246998877278,11.5,39.5,11.5,25791
"2708",92.6,74.5,67148,4.33425408160974,5,35.5,5,67148
"2709",86,43.5,34644,8.19350180505415,10.5,34.2,10.5,34644
"2710",88.9,66.3,63967,5.95434998346014,5.6,35.1,5.6,63967
"2711",82.2,43.8,29112,6.39709666061804,9.6,33.4,9.6,29112
"2712",66.2,18.5,15725,6.27356315603895,7.8,27.8,7.8,15725
"2713",51.9,19,18459,7.43689784218489,18.2,33.7,18.2,18459
"2714",76.7,27.7,24707,12.5410015307238,13.1,31.5,13.1,24707
"2715",90.7,56.2,46592,5.10038860103627,11.1,35,11.1,46592
"2716",77.9,30.8,24860,8.5887749595251,9,36.2,9,24860
"2717",80.4,35.1,22584,12.7224536160545,7.2,45.8,7.2,22584
"2718",86.9,36.6,30351,10.3439137859961,10.6,34.7,10.6,30351
"2719",82.8,27.1,24798,8.44108592219423,12.9,34.1,12.9,24798
"2720",78.8,32.4,30740,7.61047463175123,6,40.4,6,30740
"2721",83.9,37.7,29597,7.21844201757997,6.9,40.5,6.9,29597
"2722",82.3,40.5,25810,7.10750095189745,9.9,33.5,9.9,25810
"2723",86.6,61.7,60619,7.92621216303248,5.2,36.2,5.2,60619
"2724",65.5,27.9,24043,7.48684473456338,16.4,33.5,16.4,24043
"2725",77.6,23.2,22163,8.24449594438007,9.9,33.2,9.9,22163
"2726",89,34,33502,8.60325311136578,6.7,40.4,6.7,33502
"2727",87.4,45.8,31005,6.83512516675822,9.6,44.3,9.6,31005
"2728",85.7,27.2,26886,6.98391674550615,8.3,37.9,8.3,26886
"2729",65.3,27.7,23115,9.53423046772929,22.5,30.3,22.5,23115
"2730",90.6,60,49004,6.25,7.2,35.6,7.2,49004
"2731",77.1,18.6,19375,8.72431174873982,4.3,47.7,4.3,19375
"2732",NA,NA,NA,NA,NA,NA,NA,NA
"2733",74.1,20.5,24252,5.13430081964305,21.9,44.2,21.9,24252
"2734",70.3,19.8,20034,4.45067643011088,22.4,42.3,22.4,20034
"2735",78.1,20.5,25148,4.56796448087432,15,38,15,25148
"2736",86.1,37.2,37105,5.74238736277383,7.4,44.8,7.4,37105
"2737",84,31.7,32137,4.35841762431817,13.9,43.5,13.9,32137
"2738",NA,NA,NA,NA,NA,NA,NA,NA
"2739",93,51.3,45446,4.82152095188826,4.6,48.4,4.6,45446
"2740",88.9,42.2,37166,5.61840358971118,8.7,41.3,8.7,37166
"2741",90.5,45.1,38986,5.54717794054287,5.7,48.9,5.7,38986
"2742",96.2,51,46719,4.48683503492746,5.6,45.3,5.6,46719
"2743",88.9,43,36515,4.78597547859755,8.4,44.7,8.4,36515
"2744",86.1,35.5,29830,9.2284676212866,9.1,41.3,9.1,29830
"2745",87.9,43.2,31649,9.23648841864455,4.8,40.5,4.8,31649
"2746",84.4,38.2,27413,5.90225011029952,7,35,7,27413
"2747",61.7,12.9,16826,5.63587823313224,26.3,32,26.3,16826
"2748",76,17.8,21685,6.98939502170449,17.6,36.9,17.6,21685
"2749",73.4,21.8,22720,5.93546477205447,9.1,37.3,9.1,22720
"2750",NA,NA,NA,NA,NA,NA,NA,NA
"2751",76.5,28.5,27761,4.65965152422505,17,39.7,17,27761
"2752",73.6,26.2,22249,5.61739431339754,18.4,38.6,18.4,22249
"2753",90.2,49.3,35632,5.22769217562986,8.2,44,8.2,35632
"2754",93.1,59.5,46430,4.67755185869788,5,41.9,5,46430
"2755",76.8,28.9,25978,4.7921760391198,16.6,38.9,16.6,25978
"2756",85.9,27.4,32263,5.62440419447092,11.3,38.4,11.3,32263
"2757",87.1,33.3,36301,6.66463321640994,7,43.2,7,36301
"2758",82.2,25.2,27568,5.59362716109507,14,35.4,14,27568
"2759",91.4,32.5,33473,6.4543404735062,7.6,44.3,7.6,33473
"2760",87.6,23,27935,10.1181304571135,8.4,39.5,8.4,27935
"2761",88.2,26,30087,7.61201291521076,7.2,39.3,7.2,30087
"2762",85.2,26.6,36334,7.03080836630865,5.5,45.2,5.5,36334
"2763",91.3,46.1,37544,4.17507799596256,6.6,38.6,6.6,37544
"2764",76.6,20.4,21709,8.21572580645161,11.8,35.3,11.8,21709
"2765",78,23.3,25481,8.65904990980156,10.1,37.9,10.1,25481
"2766",77.4,27.8,24653,6.89412238325282,14.9,34.3,14.9,24653
"2767",71.6,19.6,22049,9.92715627969173,13.1,36.1,13.1,22049
"2768",73.7,18.1,24460,9.58051628764597,10.5,38.1,10.5,24460
"2769",75.7,21.5,25205,6.81700362882322,13.8,37.5,13.8,25205
"2770",88.9,27.5,30216,5.59858966825151,6.8,37.4,6.8,30216
"2771",83,28.4,27902,9.80823122149569,9.5,39.9,9.5,27902
"2772",NA,NA,NA,NA,NA,NA,NA,NA
"2773",NA,NA,NA,NA,NA,NA,NA,NA
"2774",88.5,39.4,32021,4.88546886184681,7.2,38.4,7.2,32021
"2775",86.1,32,32110,6.62792656223682,8.3,42.1,8.3,32110
"2776",83.5,18.4,25256,4.85436893203883,8.4,40,8.4,25256
"2777",86,24,27442,15.5567991046447,8.6,39.5,8.6,27442
"2778",63.2,3.2,7330,44.9612403100775,16.4,45.5,16.4,7330
"2779",78.2,35,23174,8.69537841581665,11.6,35.1,11.6,23174
"2780",77.4,17.8,20816,15.5493786788751,14.1,34.4,14.1,20816
"2781",86.6,21.5,25446,8.26167789914014,7.1,37.5,7.1,25446
"2782",76.7,27.3,25498,11.5856428895956,14.3,35.4,14.3,25498
"2783",80.4,17.5,25222,10.3125281455462,10,35.9,10,25222
"2784",NA,NA,NA,NA,NA,NA,NA,NA
"2785",90.8,41.8,43755,2.99892895394502,4.6,42.2,4.6,43755
"2786",91,54.4,52213,3.2258064516129,3.1,48.6,3.1,52213
"2787",97.7,54.6,86671,3.5958904109589,3.9,53.8,3.9,86671
"2788",92.2,38.7,38466,5.48099062166564,5.8,41.8,5.8,38466
"2789",87.2,37.6,43109,6.89919509390571,4.2,43.1,4.2,43109
"2790",95.5,50.6,36818,6.01405883884405,3.8,27.9,3.8,36818
"2791",96.9,41.5,45230,5.74809805579036,4.4,41.6,4.4,45230
"2792",80.4,27.8,29830,5.6597130534284,12.5,37.7,12.5,29830
"2793",97.3,68,66042,5.22558537978298,2.6,42.2,2.6,66042
"2794",81.8,37.6,39658,3.89342855180938,9.8,38.3,9.8,39658
"2795",96.7,67.5,85083,3.68298368298368,5,44.9,5,85083
"2796",98.5,63,47352,5.06607929515418,1.2,41.7,1.2,47352
"2797",96.1,60.4,36389,4.07055630936228,6,22.5,6,36389
"2798",100,71.7,3945,9.82142857142857,6.9,20.2,6.9,3945
"2799",70.6,19.7,23540,5.56937016725142,18.4,34,18.4,23540
"2800",90.6,36.6,39363,5.85483517286748,6,39.3,6,39363
"2801",77.3,21.1,23131,6.15744349181606,15,34.9,15,23131
"2802",91.1,38.1,39549,5.43898541011497,6.1,42.7,6.1,39549
"2803",100,60,26550,0,0,61.5,0,26550
"2804",95.8,55.5,62295,4.27682737169518,3.1,48.2,3.1,62295
"2805",89.4,28.1,39520,7.61485210824418,7,44.2,7,39520
"2806",92.7,62.6,70822,2.32744783306581,2.9,41.1,2.9,70822
"2807",91.4,53.8,75115,2.90540540540541,7.2,45.5,7.2,75115
"2808",93.9,50.6,53388,5.75536305501383,6.6,45.4,6.6,53388
"2809",94,41.5,43438,5.18530968988991,3.4,42.4,3.4,43438
"2810",95.4,51.7,48938,4.24374319912949,2.2,48.8,2.2,48938
"2811",95.7,56.5,55442,4.72823218997361,2.8,42.9,2.8,55442
"2812",98.2,75.8,75136,4.90771812080537,3.7,24,3.7,75136
"2813",98.9,46,73771,7.81010719754977,9.8,48.6,9.8,73771
"2814",95.5,57.4,55377,4.46950422883862,2.1,41.6,2.1,55377
"2815",94.8,44.4,45505,4.80732785849653,3.5,43.8,3.5,45505
"2816",73.8,17.3,26117,6.4650795441724,14.6,35,14.6,26117
"2817",97.3,72.3,84724,2.93581025045613,3,49.5,3,84724
"2818",95.2,66.8,60884,4.476234425473,6.4,42.2,6.4,60884
"2819",98,65.6,57550,3.78839590443686,3.3,47.5,3.3,57550
"2820",89.9,36.5,36098,7.25067061696761,7.2,40.2,7.2,36098
"2821",93,47,43109,6.5705404938698,5.6,38.7,5.6,43109
"2822",84.9,36.9,37909,4.73464746019712,10.8,38.6,10.8,37909
"2823",93.8,53,54484,4.03358277057857,2.7,41.8,2.7,54484
"2824",95.1,63.4,53159,2.40566814961279,1.9,33.6,1.9,53159
"2825",72.8,23.2,19799,9.3970387327844,8.7,31.9,8.7,19799
"2826",75.5,22.4,21492,13.2616910722721,8.1,33.9,8.1,21492
"2827",82,25.4,28735,5.79497224942866,4.9,38.5,4.9,28735
"2828",88.7,40.6,43411,6.53728294177732,5.3,49,5.3,43411
"2829",97.1,48.1,48159,5.46683046683047,1.7,49.1,1.7,48159
"2830",83.9,24.1,30237,4.50835600466382,11.9,38.4,11.9,30237
"2831",96.3,48.8,52975,3.77262944676541,3.4,43.9,3.4,52975
"2832",93.7,28.3,38098,6.52148460367638,6.6,42.2,6.6,38098
"2833",89,24.6,34400,4.8074206610792,6.2,40.9,6.2,34400
"2834",94.8,45.9,48604,5.40115364446775,2.6,45.3,2.6,48604
"2835",81.5,25.4,29806,7.88909233586189,9.8,34.7,9.8,29806
"2836",95.3,44.3,49690,3.30052113491604,4,47.6,4,49690
"2837",94.2,48.6,47118,5.50833781603012,2.6,42.6,2.6,47118
"2838",86.7,27.7,33571,4.31151241534989,6.5,35.8,6.5,33571
"2839",93.1,38.9,41501,4.02701778385773,2,44.7,2,41501
"2840",95.6,44.4,45965,4.52690166975881,4.9,44,4.9,45965
"2841",92.8,27.4,39034,3.46790890269151,3.1,42.1,3.1,39034
"2842",69.4,13,22651,5.59071413574878,15.2,32.6,15.2,22651
"2843",96.9,58.7,60678,6.36904761904762,2.2,46.8,2.2,60678
"2844",83.8,33.5,38564,6.78759508484494,6.4,50.5,6.4,38564
"2845",91.7,31.4,36343,4.79245283018868,5.2,36.9,5.2,36343
"2846",98.2,60,62148,5.92004882514495,2,46.3,2,62148
"2847",74.8,16,24839,5.3416149068323,14.2,34.3,14.2,24839
"2848",98,80.7,88451,1.99225235196458,1.5,41.1,1.5,88451
"2849",96.3,47.7,48697,4.72094921212882,2.4,47.4,2.4,48697
"2850",78.2,18.7,26478,6.73330304407088,9.9,36.8,9.9,26478
"2851",92,34.1,35155,5.2203182374541,4.5,39.2,4.5,35155
"2852",89.6,28.1,34339,7.28581808573882,6.1,40.3,6.1,34339
"2853",95.3,42.1,44395,5.87465464592119,2.4,41.2,2.4,44395
"2854",95.5,45.8,43816,5.27096774193548,3.7,44.1,3.7,43816
"2855",95,55.7,64293,4.02684563758389,2,49.1,2,64293
"2856",96.1,62.5,62622,3.5501629030446,2.6,45.7,2.6,62622
"2857",93.4,35.4,41790,4.31372549019608,3.9,42.1,3.9,41790
"2858",91.7,25.3,36637,6.19772678533133,7.3,40.3,7.3,36637
"2859",98.7,57.1,53088,6.31578947368421,3.1,46,3.1,53088
"2860",95.8,52.7,47221,5.11605873993368,2.9,45.5,2.9,47221
"2861",95,32.8,40026,5.94549958711808,4.4,42.3,4.4,40026
"2862",93.7,29.2,42318,6.56303972366149,4.6,42.2,4.6,42318
"2863",95,56.5,62687,4.11800288492857,3.2,46.3,3.2,62687
"2864",88.5,46,44827,5.82445544277605,9.1,40,9.1,44827
"2865",96.1,56.2,62129,4.64453045426767,1.2,48.4,1.2,62129
"2866",87.9,22.6,32653,3.52631578947368,8.5,41,8.5,32653
"2867",92.1,37.9,42450,3.98906424754567,2.6,43,2.6,42450
"2868",91.8,26.3,37735,3.52465331278891,3.7,41.3,3.7,37735
"2869",97.7,74.3,77584,3.74925903971547,2.3,44.1,2.3,77584
"2870",94.7,44.5,48635,7.21184803605924,2.8,46.1,2.8,48635
"2871",94.1,38.7,44091,3.68014538845979,4.8,40.8,4.8,44091
"2872",91.6,31.8,38781,4.59281657336657,3.6,41.4,3.6,38781
"2873",89.2,22.2,34269,6.16623031534524,6.6,41.4,6.6,34269
"2874",95.5,40.8,46956,3.60778649057642,2.5,44.3,2.5,46956
"2875",96.4,42.6,44602,4.72727272727273,2.7,42.8,2.7,44602
"2876",90.4,26.4,33562,5.05588428665352,6.1,38.3,6.1,33562
"2877",97.8,45.9,44795,4.63607594936709,1.3,41.1,1.3,44795
"2878",97.5,74,125220,3.09859154929577,3.7,49.7,3.7,125220
"2879",94.3,42,46739,4.62962962962963,2.9,42.1,2.9,46739
"2880",94.1,45.2,45012,4.99395405078597,2.1,42.4,2.1,45012
"2881",97.8,56.9,60033,4.65824185960705,2.9,48.2,2.9,60033
"2882",94.3,34.2,44203,6.06593406593407,5.6,46.9,5.6,44203
"2883",91.1,51.1,50122,4.65116279069767,1.7,47.5,1.7,50122
"2884",93.9,56.6,79890,3.67753999584459,2.4,46.3,2.4,79890
"2885",86.3,25.7,34285,6.07714095301566,9.4,39.3,9.4,34285
"2886",91,34.4,37480,5.11787072243346,4.1,42.1,4.1,37480
"2887",98,60.8,59247,3.1277926720286,3.4,45.9,3.4,59247
"2888",93.8,35.1,39896,5.9878464502742,6.3,38.3,6.3,39896
"2889",92.9,29.4,35222,6.09845343220959,4.6,40.4,4.6,35222
"2890",93.9,48.5,56623,4.52711223203027,3.1,46.8,3.1,56623
"2891",92.9,47.2,48452,5.39189900052604,1.6,44.9,1.6,48452
"2892",96.5,43.3,47516,5.06509869802604,2,43.2,2,47516
"2893",91,24.4,31035,5.09980955068068,5.8,38.7,5.8,31035
"2894",96.6,46.5,44597,4.70383275261324,2.4,40.1,2.4,44597
"2895",95.6,49,48881,4.0162182894088,2.1,45.2,2.1,48881
"2896",96.1,45.4,43177,3.97179788484136,2.9,44.2,2.9,43177
"2897",94.8,43.2,40587,3.42255375164546,4.5,44.5,4.5,40587
"2898",97.1,68.2,41950,6.24273424784934,2.4,25.6,2.4,41950
"2899",96.4,65.9,73725,3.48056812860933,2.8,43.3,2.8,73725
"2900",95.9,48,50023,4.13039076736181,2.4,41.5,2.4,50023
"2901",95.2,42.5,48910,4.09928321781885,2.2,43.3,2.2,48910
"2902",100,81,3966,12.9689174705252,1.6,19.9,1.6,3966
"2903",94.7,37.4,43040,4.69818181818182,4.1,43.4,4.1,43040
"2904",90.8,33.9,37982,8.94901144640999,5.8,46.9,5.8,37982
"2905",94.3,65.5,84151,3.67833587011669,0.3,50.2,0.3,84151
"2906",82.8,21.6,24503,8.69075903463799,10,32.4,10,24503
"2907",90.9,34.3,38825,4.48738643176682,5.9,44.5,5.9,38825
"2908",95.8,62.3,56403,4.22612139004574,2.2,44.5,2.2,56403
"2909",96,59.1,55709,2.60903426791277,4.5,46,4.5,55709
"2910",82.5,18.3,30276,6.33646048656384,15,43.5,15,30276
"2911",93.7,48.5,69935,0,8.7,56.4,8.7,69935
"2912",100,0,NA,0,0,NA,0,NA
"2913",91.7,43,76389,2.29885057471264,13,54.3,13,76389
"2914",86,20.5,38204,7.35161193130461,7.8,50.1,7.8,38204
"2915",94,31.2,39941,5.22705771050142,5.9,39.1,5.9,39941
"2916",95.9,46.2,48279,5.17125587642713,4.4,52.2,4.4,48279
"2917",91.5,45.4,66958,3.15135895032802,9.7,48.8,9.7,66958
"2918",92.4,38,47648,7.49354005167959,4.9,61,4.9,47648
"2919",96.4,34.1,43774,2.79134682484299,5.4,43,5.4,43774
"2920",97.3,44.6,50090,4.08542246982358,4.8,48.1,4.8,50090
"2921",95.5,38.9,41102,3.24114088159032,4.6,45.7,4.6,41102
"2922",86.7,36.2,41622,6.96238068500842,11.6,52.8,11.6,41622
"2923",91.1,33.6,42936,2.47747747747748,15.5,43.6,15.5,42936
"2924",93,25.9,60464,0,0,53.1,0,60464
"2925",100,42.8,51603,2.74442538593482,12.2,37.4,12.2,51603
"2926",94.1,36,40446,4.10201052489543,3.1,40.1,3.1,40446
"2927",84.2,13.6,24631,6.14749119183574,12.1,34.4,12.1,24631
"2928",89.4,16.8,28266,8.765106264759,11.7,37.3,11.7,28266
"2929",93.9,39.1,46803,8.72053872053872,7.1,51.9,7.1,46803
"2930",93.3,28.7,34315,8.09781812856934,5,43,5,34315
"2931",94.2,37.8,45852,4.24552429667519,7.5,56,7.5,45852
"2932",90.8,31.3,42867,4.93885230479774,7.2,44.7,7.2,42867
"2933",97.1,54.9,53516,10.8333333333333,2.9,56.9,2.9,53516
"2934",95.2,31.6,48720,6.34920634920635,3.8,64.4,3.8,48720
"2935",94.1,35.8,67125,8.984375,21.7,57,21.7,67125
"2936",98.8,68.2,55828,0,3.9,55.5,3.9,55828
"2937",100,45.2,49884,7.39549839228296,5.3,54.8,5.3,49884
"2938",89.9,22.5,34900,7.02829338619571,3,50,3,34900
"2939",100,82.9,107046,0,0,63,0,107046
"2940",94.8,54.5,60482,3.0944194657498,12.7,46.1,12.7,60482
"2941",98.9,55.4,53903,0,5.2,50.5,5.2,53903
"2942",100,71.9,63406,0,0,61.3,0,63406
"2943",85.1,18.2,28565,5.67436555460508,7.4,35.5,7.4,28565
"2944",94.3,48.8,61771,4.64852607709751,8.9,51.1,8.9,61771
"2945",100,17.3,33124,62.9213483146067,53.8,55.9,53.8,33124
"2946",96.5,38.5,50352,3.14445828144458,5.5,52.2,5.5,50352
"2947",94.7,45.4,46881,1.82054616384915,11.2,40.9,11.2,46881
"2948",100,100,5386,35.4838709677419,11.9,19.8,11.9,5386
"2949",100,56.8,45074,10.7142857142857,0,57.1,0,45074
"2950",97.1,57.2,91602,2.95230885692657,12.7,52.5,12.7,91602
"2951",93.6,46.6,56158,9.79631425800194,7.5,53.9,7.5,56158
"2952",96.6,45,55997,5.06329113924051,8,46.3,8,55997
"2953",90.9,28.4,38834,4.92880613362541,3.8,38.2,3.8,38834
"2954",NA,NA,NA,NA,NA,NA,NA,NA
"2955",93.1,55.9,39391,0,1.8,41.5,1.8,39391
"2956",96,43.4,42810,7.30874316939891,3.5,42.2,3.5,42810
"2957",85.5,18.7,27059,6.60605199602216,5.3,41.9,5.3,27059
"2958",91.4,25.6,29496,5.79328505595787,3.4,42.9,3.4,29496
"2959",96.6,40.5,43575,0.900900900900901,0.3,50.5,0.3,43575
"2960",93,30.7,42422,2.83980582524272,2.7,46.3,2.7,42422
"2961",96.8,48.7,46269,4.05770964833183,1.7,45.7,1.7,46269
"2962",94.3,37.9,36768,5.50276243093923,3.4,40.9,3.4,36768
"2963",91.3,32,33344,2.0997375328084,2.4,52.4,2.4,33344
"2964",90.9,30,31816,3.57815442561205,5,45.1,5,31816
"2965",NA,NA,NA,NA,NA,NA,NA,NA
"2966",95.7,20.5,33325,8.15508021390374,5.5,45.7,5.5,33325
"2967",98.7,58.1,42852,6.640625,1.9,45,1.9,42852
"2968",93.2,22,30238,3.4,3.8,40.6,3.8,30238
"2969",86.9,43.6,40142,4.19047619047619,6.6,50.5,6.6,40142
"2970",93.6,22,19740,3.26086956521739,4.4,36.9,4.4,19740
"2971",91.9,23.1,29178,1.54241645244216,4,57.6,4,29178
"2972",93.4,32.1,41893,6.49320206282232,7.2,47.7,7.2,41893
"2973",82.5,12.7,22538,2.7355623100304,2.1,45.3,2.1,22538
"2974",83.9,16.6,22631,17.2661870503597,7.8,41.1,7.8,22631
"2975",92,33.2,35900,3.48258706467662,5.1,48.4,5.1,35900
"2976",85.9,8.7,16372,16.504854368932,32.3,50.6,32.3,16372
"2977",91.2,17.6,32146,4.20792079207921,1.3,48.3,1.3,32146
"2978",100,20.9,31073,6.03448275862069,12.9,54.7,12.9,31073
"2979",88.9,26.4,24304,6.49611236518686,4.4,34.7,4.4,24304
"2980",86.7,3.5,31499,0,0,58.6,0,31499
"2981",90.9,27,33845,4.47227191413238,0,36.3,0,33845
"2982",88.8,27.5,30714,6.96055684454756,5.4,39.7,5.4,30714
"2983",68.3,15.2,18794,2.38543628374137,2.4,36.7,2.4,18794
"2984",94.8,28.3,33465,7.10382513661202,9,44.3,9,33465
