"","percentHsEdu","percentBachelorsEdu","perCapitaIncome","ueRate","uninsuredRate","medianAge","y","x"
"16116",92.7,25.5,30814,3.17589576547231,4,40.7,4,30814
"16117",92.7,11.9,26445,4.07725321888412,7.6,45.8,7.6,26445
"16118",92.3,26.9,29276,7.07013574660633,5.2,38.3,5.2,29276
"16119",88.8,16.4,23655,4.36843887571961,9.7,43.2,9.7,23655
"16120",81.2,10.8,20035,15.4938670109748,8.8,43.4,8.8,20035
"16121",74.9,8.4,18370,12.1943267036192,13.9,33.8,13.9,18370
"16122",90.7,18.5,25089,7.85128369020986,6.2,40.5,6.2,25089
"16123",98.9,54.3,55036,1.58730158730159,2.2,45.4,2.2,55036
"16124",91,13.3,26495,6.69099756690998,8.8,44.8,8.8,26495
"16125",89.4,21.5,24131,7.32501356483993,8,40.5,8,24131
"16126",91.3,20.3,26014,4.23296307415191,8.2,42.3,8.2,26014
"16127",86.7,8.5,21130,6.33333333333333,9.6,39.5,9.6,21130
"16128",89.7,16.5,26572,5.71916346564234,7.1,42.5,7.1,26572
"16129",94.2,30.8,30932,4.61994913817463,4.7,44.2,4.7,30932
"16130",88.6,14.7,25779,5.34407027818448,9.6,38.8,9.6,25779
"16131",95.5,39.8,30948,3.83260824528693,3.9,39.4,3.9,30948
"16132",90.5,16.9,26722,5.25339925834363,9,43,9,26722
"16133",89.4,11.4,22352,8.75613747954174,8.7,41.6,8.7,22352
"16134",100,53.4,14239,0,2.2,83.1,2.2,14239
"16135",39,0,13932,50.8474576271186,20.7,27.7,20.7,13932
"16136",92.2,18.6,22322,6.92307692307692,6,33.7,6,22322
"16137",90.4,18.4,25325,3.01109350237718,4.4,42.1,4.4,25325
"16138",91.5,24.1,28322,5.52771226415094,6.3,41.2,6.3,28322
"16139",91.2,24.8,26698,2.63835263835264,5.9,41.9,5.9,26698
"16140",89.3,13.4,24110,2.98979950756243,11.6,42.9,11.6,24110
"16141",97.4,47.5,42008,1.93991010172699,3.6,44.1,3.6,42008
"16142",100,0,NA,31.8181818181818,0,28.4,0,NA
"16143",95.3,46.2,38787,3.63958450760931,5.3,44.5,5.3,38787
"16144",97.6,31.9,35272,3.8073908174692,4.8,39.4,4.8,35272
"16145",96.6,27.1,32346,1.99240986717268,6.2,37.2,6.2,32346
"16146",83.4,11.4,21674,7.77934936350778,6.1,49.1,6.1,21674
"16147",90.1,24.5,31660,4.35502566650108,11,48.3,11,31660
"16148",84.5,14.5,23963,5.0960197403712,8.9,37.6,8.9,23963
"16149",91.5,14.4,20239,7.27272727272727,9.5,39.7,9.5,20239
"16150",90,19.7,25185,5.10676759688171,6.8,39.4,6.8,25185
"16151",90.2,13,22043,7.89754535752401,8.7,42.5,8.7,22043
"16152",88.1,22.3,34439,2.66789328426863,10,44.8,10,34439
"16153",89.5,12.5,24224,4.91803278688525,14.1,36.7,14.1,24224
"16154",95.3,27.3,31434,4.42756576509819,7,39.4,7,31434
"16155",89.7,18,28228,7.11997152011392,7.8,43.4,7.8,28228
"16156",82.6,10.4,21479,7.10679611650485,8.1,43.7,8.1,21479
"16157",90.2,18.3,29785,5.57314756174794,5.8,43.7,5.8,29785
"16158",89,41.3,22246,1.73611111111111,12.1,41.8,12.1,22246
"16159",92.8,47,22767,6.56144706508246,14,38.9,14,22767
"16160",NA,NA,3484,2.10526315789474,4.1,20.4,4.1,3484
"16161",93.5,27.5,34362,6.17075232459848,5.6,51.1,5.6,34362
"16162",92.9,18.3,24336,9.90502035278155,6.6,42.1,6.6,24336
"16163",87.7,17.1,24189,7.38177623990773,9.3,44.4,9.3,24189
"16164",87.1,21,28992,4.47139067828723,9.3,42.9,9.3,28992
"16165",90,19.4,27075,4.61538461538462,9.5,46,9.5,27075
"16166",100,63.3,48666,0,0,69.7,0,48666
"16167",83,60.2,85910,0,0,69.3,0,85910
"16168",92,41.2,45903,5.33692722371968,11.4,54,11.4,45903
"16169",88.4,22.1,19874,0,0,14.9,0,19874
"16170",88.3,18.4,24943,7.72094621685091,8.7,41.6,8.7,24943
"16171",96.4,32.8,35406,3.47593582887701,18.3,55.4,18.3,35406
"16172",90.7,17.2,26985,9.24499229583975,10.5,49,10.5,26985
"16173",95.6,39.4,37053,4.6503178928247,5.2,43.5,5.2,37053
"16174",93.7,20,29341,5.119825708061,11.5,45.6,11.5,29341
"16175",95.2,43.8,50438,7.78210116731517,4.1,55.4,4.1,50438
"16176",87.7,20,32821,2.05949656750572,6.7,49.1,6.7,32821
"16177",89.7,20,26384,6.16141626998984,8,41.2,8,26384
"16178",86.1,12.4,19736,10.2417730020148,12.2,37.7,12.2,19736
"16179",90.3,23.7,24200,8.6731763354394,7.5,36.5,7.5,24200
"16180",93.3,10.3,23250,10.3869653767821,6.8,47.5,6.8,23250
"16181",88.3,19.2,22108,6.72597674044697,8.1,37.5,8.1,22108
"16182",87.7,17.8,19199,8.73065993053363,8,34.7,8,19199
"16183",91.7,9.2,24127,4.62962962962963,11.3,49.1,11.3,24127
"16184",92.4,23.7,28658,4.97896213183731,6.5,40.6,6.5,28658
"16185",93.2,20.1,30877,4.22885572139304,9,40,9,30877
"16186",92,23.5,30742,6.66251556662516,6.3,47.9,6.3,30742
"16187",82.5,13,20861,1.81043663471778,18,42.1,18,20861
"16188",88.6,18,30420,7.20145852324521,6.5,54.8,6.5,30420
"16189",96.9,32.6,40982,4.0418118466899,5.3,52.5,5.3,40982
"16190",83.3,16.2,23478,6.38297872340426,9.9,42,9.9,23478
"16191",95.1,28,30806,6.12848689771767,3.3,43.6,3.3,30806
"16192",94.6,25.5,24928,3.98009950248756,3.6,42.9,3.6,24928
"16193",88,12.7,27679,7.26315789473684,10.6,39.1,10.6,27679
"16194",96.6,30.5,33777,4.5182467657849,3.7,44.4,3.7,33777
"16195",90.3,13.4,30959,7.41350906095552,9.9,43.4,9.9,30959
"16196",88,21.8,22683,6.75496688741722,7.7,36.4,7.7,22683
"16197",89,13.1,21820,7.26881720430108,7.9,38,7.9,21820
"16198",96.3,34.7,32939,5.61660561660562,3.5,46.9,3.5,32939
"16199",90.9,13.5,23520,5.22088353413655,9.4,42.9,9.4,23520
"16200",87.9,11,26421,5.23415977961433,7.1,44.6,7.1,26421
"16201",90.1,24.6,29275,3.85462555066079,3.8,47.6,3.8,29275
"16202",89.5,17.2,24889,6.82060390763766,7.3,41.8,7.3,24889
"16203",91.8,15.3,24995,7.02592087312415,5.6,41.3,5.6,24995
"16204",87.8,10,21068,7.52493200362647,5.7,41.9,5.7,21068
"16205",97.1,22.4,31499,5.06058446186743,6.2,53.4,6.2,31499
"16206",88.5,15.9,26610,15.0437317784257,13,44.8,13,26610
"16207",76.3,5.8,15084,5.26315789473684,34.9,28.1,34.9,15084
"16208",87.5,11.8,20620,7.00280112044818,8.4,38.3,8.4,20620
"16209",85.7,14.4,24537,4.09145607701564,8.1,41.4,8.1,24537
"16210",92.5,10,19603,11.1111111111111,0,17.9,0,19603
"16211",87,12.8,20076,7.63888888888889,10.6,39.9,10.6,20076
"16212",100,0,22427,16.6666666666667,0,55.3,0,22427
"16213",89.6,14.1,24804,7.10710710710711,4.9,35.7,4.9,24804
"16214",94.1,24.8,35498,5.24316109422492,4.3,48.3,4.3,35498
"16215",85.4,10.3,24207,3.3271719038817,8.4,44.5,8.4,24207
"16216",94.1,20.5,30637,7.12945590994371,4.6,48.9,4.6,30637
"16217",90.7,12.3,26706,6.87732342007435,10.2,41.8,10.2,26706
"16218",88.7,17.9,24496,11.8044387262785,4.7,41.3,4.7,24496
"16219",94.2,18.5,33329,4.79386385426654,6,41.2,6,33329
"16220",85.9,9.7,28347,10.7101280558789,14.7,46.4,14.7,28347
"16221",95.6,23.8,31339,6.03228547153781,3.4,49.9,3.4,31339
"16222",87.8,14.3,20386,8.87096774193548,16.2,41,16.2,20386
"16223",93.7,19,33040,1.0498687664042,6.1,46.6,6.1,33040
"16224",90.3,17.2,26997,7.41433021806854,4,46.1,4,26997
"16225",91,18,21824,5.74712643678161,1.6,41.6,1.6,21824
"16226",96.1,30,21009,13.5922330097087,11.3,55.3,11.3,21009
"16227",94.9,38.5,23677,6.85314685314685,6,32.4,6,23677
"16228",91.1,12,26020,6.26365622723962,10.1,43.1,10.1,26020
"16229",89.4,18.8,25520,4.39449849043945,6.5,43.8,6.5,25520
"16230",94.1,27.4,28907,3.4410407049937,4.9,42.4,4.9,28907
"16231",94.4,22.1,29061,9.29368029739777,3.7,45.9,3.7,29061
"16232",85.6,12.1,20254,5.69230769230769,13.6,42.3,13.6,20254
"16233",73.7,8.8,26638,3.19148936170213,1.8,46.2,1.8,26638
"16234",98.6,65.3,54551,3.08764940239044,2.2,40.7,2.2,54551
"16235",96.3,36.8,34964,2.89887143173268,5.1,40.2,5.1,34964
"16236",91.8,14.5,19090,8.52713178294574,8.9,33.2,8.9,19090
"16237",82.1,12.1,18189,15.1326053042122,7,54.7,7,18189
"16238",85.5,9.8,24637,7.93650793650794,9.2,51,9.2,24637
"16239",95,42.1,35342,6.90818682294441,4.4,43.1,4.4,35342
"16240",91.9,29.9,19800,8.7915262397689,5.7,24.9,5.7,19800
"16241",81.1,8.8,21396,11.038961038961,6,51.5,6,21396
"16242",87.3,13.1,19374,5.85870189546238,14.9,34.3,14.9,19374
"16243",77.1,4.3,18147,10,5.8,57.5,5.8,18147
"16244",92.5,35.1,35302,4.12898822726497,4.2,39.4,4.2,35302
"16245",95.6,40.1,33719,3.42003040027023,4.5,36.3,4.5,33719
"16246",87.1,12.8,22600,11.378002528445,8.4,42.7,8.4,22600
"16247",90.1,20.2,26474,5.94600751794054,4.8,37.6,4.8,26474
"16248",77.4,0,24619,23.6363636363636,35.8,44.5,35.8,24619
"16249",89.3,26.5,26487,5.26848012943675,9.1,37,9.1,26487
"16250",84.1,9,20509,4.44763271162123,19.7,35.4,19.7,20509
"16251",93,15.5,26874,2.90909090909091,4.1,34.5,4.1,26874
"16252",93.6,13,24272,6.44171779141104,3.6,35.5,3.6,24272
"16253",88.3,11.8,33559,3.09446254071661,5.9,48.5,5.9,33559
"16254",87.4,14.7,21741,5.58258642765685,7.5,39.3,7.5,21741
"16255",91.5,15.5,25408,4.65004793863854,5.5,38,5.5,25408
"16256",87.4,13.6,22098,8.29389788293898,9.2,38.6,9.2,22098
"16257",88.5,16.1,22876,8.13865862848531,8,34.4,8,22876
"16258",93.9,27.5,31456,5.02747811927539,5.8,41.4,5.8,31456
"16259",87.9,18.8,23097,8.16653322658127,7,53.6,7,23097
"16260",93.8,25.3,28844,3.63019508057676,3.2,40.1,3.2,28844
"16261",95.9,32.3,18399,0,11.1,37.5,11.1,18399
"16262",83.8,8.9,21675,11.2405063291139,9.6,40.4,9.6,21675
"16263",83.9,16.2,23612,11.3395887402675,8,46.2,8,23612
"16264",92.3,11.6,26402,6.04651162790698,10,49.3,10,26402
"16265",84.4,14.8,27463,2.22222222222222,7,45.9,7,27463
"16266",89.6,17.5,22574,11.837048424289,4.7,38.7,4.7,22574
"16267",96.1,45.6,36802,4.15910304324613,3.3,38.1,3.3,36802
"16268",87.3,14.1,21151,10.7966457023061,3.9,40,3.9,21151
"16269",89.5,15.7,23044,5.55762775083924,6.2,34.7,6.2,23044
"16270",90.8,18.5,27437,4.07450523864959,5.5,44.7,5.5,27437
"16271",88.6,21.4,26365,5.62887153245354,6.3,39,6.3,26365
"16272",92.4,26.6,29738,5.26315789473684,8,51.5,8,29738
"16273",92.1,14.1,23106,2.93663060278207,5.2,40.2,5.2,23106
"16274",92.7,21.4,26340,3.91283601081597,4.7,36.9,4.7,26340
"16275",85.5,10.1,19913,8.56055802155992,8.7,42.6,8.7,19913
"16276",92.4,35.8,16742,7.01003656733837,6.2,21.2,6.2,16742
"16277",89.8,19,22021,8.38323353293413,8.1,53.8,8.1,22021
"16278",95.4,19.5,34698,3.60424028268551,4,44,4,34698
"16279",90.6,21,26093,4.40197552072149,6.8,34.9,6.8,26093
"16280",91.5,15.7,23117,10.6128550074738,8.2,48.4,8.2,23117
"16281",97.3,61.8,42731,4.95867768595041,13.2,53.4,13.2,42731
"16282",84.4,22.8,26738,4.9187725631769,10.2,42.6,10.2,26738
"16283",91.1,12.8,20194,2.45700245700246,11.1,43.5,11.1,20194
"16284",92.4,15.8,24067,8.55539971949509,6.6,49.9,6.6,24067
"16285",90.4,19.6,24743,4.70541716093317,7.9,40.9,7.9,24743
"16286",94.7,22.2,27848,3.53007624964699,4.2,44.4,4.2,27848
"16287",93.8,34.6,33775,5.18706479405169,4.9,42.9,4.9,33775
"16288",93.5,35.5,32323,2.73750970748123,5.8,35.7,5.8,32323
"16289",93.3,24.8,27980,0.898058252427184,3.4,36.4,3.4,27980
"16290",84.5,14.6,20035,7.46621621621622,11.6,37.9,11.6,20035
"16291",87.3,10.8,19803,8.12299219825608,8.1,45.5,8.1,19803
"16292",89.2,31.6,26970,4.41611842105263,5.8,33.7,5.8,26970
"16293",87.7,30.4,29656,4.41085271317829,6.5,36.3,6.5,29656
"16294",83,10.4,18728,13.666870042709,16.4,34.2,16.4,18728
"16295",95.4,38.8,30400,2.7639009556907,2.9,34.1,2.9,30400
"16296",95.3,31.2,28338,3.52675100713831,3.1,36.9,3.1,28338
"16297",93.1,25.9,28952,8.00248138957816,7.3,46.1,7.3,28952
"16298",100,64.7,NA,NA,0,NA,0,NA
"16299",94.7,34.3,33052,4.81513327601032,9.5,35.9,9.5,33052
"16300",88.8,22.5,24376,6.15141955835962,5.4,54.6,5.4,24376
"16301",93.2,21.3,25047,6.51435628280333,5.1,43.1,5.1,25047
"16302",81.2,23.1,20059,19.4148936170213,18.6,45.4,18.6,20059
"16303",92.6,27.1,27333,7.20489977728285,6,42.5,6,27333
"16304",83.6,8.6,16948,12.585381595224,7.8,33.1,7.8,16948
"16305",88,11.8,18118,12.9671031619291,8.6,36.8,8.6,18118
"16306",94.6,27.4,29300,5.37295807911828,3.4,44.4,3.4,29300
"16307",89.3,25.3,27177,7.77957860615883,9.3,41.7,9.3,27177
"16308",89,29.9,28229,5.88235294117647,5.2,36.1,5.2,28229
"16309",92.9,36,32940,3.73831775700935,5,59,5,32940
"16310",79,8.3,17536,7.80082987551867,13.1,26.7,13.1,17536
"16311",89.8,13,23744,4.86183980412732,5,39.4,5,23744
"16312",84.7,9.5,20258,7.9333986287953,10.9,40,10.9,20258
"16313",91.9,48.9,39121,0.318471337579618,3.7,53.5,3.7,39121
"16314",87.1,16.2,20437,7.35478478896782,9.7,40.9,9.7,20437
"16315",82.5,18.4,21253,8.11580446131941,11.1,39.2,11.1,21253
"16316",94.8,38.2,37790,5.60399829859634,5.1,44.6,5.1,37790
"16317",93.1,15.9,22337,7.2314483918436,4.2,40.8,4.2,22337
"16318",88.4,11.6,24640,0,15.8,69.5,15.8,24640
"16319",80.7,7.8,18604,11.4785992217899,10.5,43.4,10.5,18604
"16320",92.3,30.1,30939,4.22336931018301,3.6,40,3.6,30939
"16321",93.6,29.6,27533,4.74994290934003,5,43.6,5,27533
"16322",91.7,28,28012,3.49133378890477,3.2,36.1,3.2,28012
"16323",85.4,41.4,25632,7.06373791420257,13,29.2,13,25632
"16324",88.1,30.7,25527,5.49735749339373,9,32.8,9,25527
"16325",91.3,34.3,25243,4.9049049049049,7.9,35.6,7.9,25243
"16326",93.6,61.9,37774,6.40327709804344,5.4,33.1,5.4,37774
"16327",74,19.8,15880,10.459084063145,14.6,29.1,14.6,15880
"16328",86.6,31.6,24510,6.46895273401298,6.3,35.9,6.3,24510
"16329",78.1,15.6,21362,6.45183502031261,13.2,33.3,13.2,21362
"16330",93.4,40.2,28813,3.27566792916368,7.1,32.9,7.1,28813
"16331",89.6,23.4,26511,5.29608006672227,8,32.2,8,26511
"16332",95.5,41,35410,4.85579377233282,5.9,38.3,5.9,35410
"16333",95.8,34,29991,4.37710437710438,5.2,36,5.2,29991
"16334",91.6,25.8,25733,2.05091937765205,6.6,33.1,6.6,25733
"16335",93.8,55.1,40467,5.47455940043328,3.8,38.7,3.8,40467
"16336",81.4,14.6,20044,5.57517512881376,11,33.5,11,20044
"16337",90.9,20.3,23794,6.93079237713139,8.6,43.5,8.6,23794
"16338",90.6,4.7,15771,23.3333333333333,23.9,47.1,23.9,15771
"16339",91.1,27.1,31685,5.31697341513292,11,56.1,11,31685
"16340",89.4,31.5,31108,12.9151291512915,4.7,58.5,4.7,31108
"16341",92.3,24.5,24315,6.96608615948671,10.2,50.8,10.2,24315
"16342",93.8,33.1,31463,4.4457617071725,7.3,54,7.3,31463
"16343",90.4,19.3,20356,7.11500974658869,9.2,40.6,9.2,20356
"16344",91.1,28.9,27335,11.986301369863,10.3,54.6,10.3,27335
"16345",84.9,7.3,19509,3.93939393939394,6.7,45.1,6.7,19509
"16346",84.2,10.1,21444,12.8805620608899,16,48.1,16,21444
"16347",90.2,11.1,24548,5.15988372093023,10.7,38.8,10.7,24548
"16348",95.6,33.9,33573,7.44985673352436,9.3,50.5,9.3,33573
"16349",95.8,25.3,28734,5.59796437659033,7.2,53.6,7.2,28734
"16350",83.3,9.2,16313,4.41558441558442,8.7,52.2,8.7,16313
"16351",86.8,12.6,21763,10,10.1,50.6,10.1,21763
"16352",92.2,15.2,21854,9.6,8.3,59.4,8.3,21854
"16353",89.9,5.7,24883,0,12.8,63.1,12.8,24883
"16354",91.1,17.8,20295,8.13953488372093,9.7,47.9,9.7,20295
"16355",94.5,39.6,40396,3.41614906832298,6,59.6,6,40396
"16356",97.6,51.8,39372,1.52905198776758,4.2,56.5,4.2,39372
"16357",88.6,9.8,20850,6.80034873583261,7.7,45.5,7.7,20850
"16358",85.4,9.4,20627,9.26640926640927,12.5,42.3,12.5,20627
"16359",83.9,13.4,23799,9.25589836660617,7.5,46.6,7.5,23799
"16360",92.6,0,16034,15.2173913043478,0,39.8,0,16034
"16361",92.9,40.4,32732,6.03328710124827,5.4,59,5.4,32732
"16362",95.6,66.3,62776,3.86740331491713,4.5,63.2,4.5,62776
"16363",90.1,20.4,23699,4.06006674082314,6.6,37.5,6.6,23699
"16364",81.7,11.8,19630,7.00636942675159,7.1,50.1,7.1,19630
"16365",89.1,14.6,22411,5.81162324649299,8.4,44.6,8.4,22411
"16366",93.2,23.9,27183,3.85714285714286,10.1,51.8,10.1,27183
"16367",81.5,8,15007,25.4545454545455,6.5,53.3,6.5,15007
"16368",92.8,21.3,28378,3.13714602998334,7.8,47.2,7.8,28378
"16369",86.2,12.6,20920,10.2362204724409,7.9,59.1,7.9,20920
"16370",87.4,12.7,21355,13.4556574923547,11.7,51.2,11.7,21355
"16371",87.5,11,22882,8.71808799565454,11.4,43.5,11.4,22882
"16372",91.9,47.2,42084,9.62162162162162,8.4,57.3,8.4,42084
"16373",90.6,11.7,20874,5.70553854717506,7.5,39.9,7.5,20874
"16374",97.9,39.6,27871,4.35881238155401,8.4,41,8.4,27871
"16375",87.6,14.2,21570,7.56972111553785,8.3,45.3,8.3,21570
"16376",94.4,39,35956,4.98442367601246,5.3,51.1,5.3,35956
"16377",99.2,65.8,52185,6.88073394495413,3.2,62.9,3.2,52185
"16378",85.6,12.8,20964,6.83760683760684,18,41.7,18,20964
"16379",78.6,6,17037,10.7142857142857,8.1,46.3,8.1,17037
"16380",88.9,14.9,23362,4.29936305732484,10.6,35.8,10.6,23362
"16381",83.2,9.9,18451,6.86848958333333,9.7,42.7,9.7,18451
"16382",91.7,21.4,24965,6.44945697577276,7.4,47.1,7.4,24965
"16383",86.3,13.3,18294,7.09876543209876,16,39.4,16,18294
"16384",96.1,34,33147,8.6283185840708,7.8,55.1,7.8,33147
"16385",86,10.1,20236,7.70975056689342,15.7,43.4,15.7,20236
"16386",100,0,11406,71.3513513513514,71.4,21.6,71.4,11406
"16387",89.7,9.5,21134,7.17299578059072,15.3,49.2,15.3,21134
"16388",87.6,10.9,17859,11.6864940517845,11.2,41.3,11.2,17859
"16389",95.1,50.7,39161,7.82710280373832,5,59.2,5,39161
"16390",100,60.8,31094,14.2857142857143,14.5,60.6,14.5,31094
"16391",98.7,40.4,32639,5.77689243027888,3.8,52.1,3.8,32639
"16392",90.2,25.5,34091,9.14214151534127,7.9,46.8,7.9,34091
"16393",88,14.5,19788,6.91291087766859,8.5,42.9,8.5,19788
"16394",85.7,9.9,19832,9.16334661354582,17.3,47.1,17.3,19832
"16395",89.4,11.3,19732,6.58342792281498,13.8,38.5,13.8,19732
"16396",92.4,34.3,37909,6.09375,6.3,50.9,6.3,37909
"16397",84.7,13.1,21215,8.43263061411549,10.7,43.1,10.7,21215
"16398",95.5,35.3,32145,5.50160286630209,7.6,41.9,7.6,32145
"16399",95.4,41.2,34114,5.78289775332416,6.7,44.5,6.7,34114
"16400",87.7,16.1,25127,6.64395229982964,12.7,44.7,12.7,25127
"16401",85.1,12.5,20253,11.8951612903226,7.2,53.3,7.2,20253
"16402",97.2,42.6,40263,1.81871516573775,5.1,49,5.1,40263
"16403",90.7,23.8,23980,22.2222222222222,9.9,50.1,9.9,23980
"16404",85,12.6,18983,15.0649350649351,8.4,38.9,8.4,18983
"16405",91.8,19.8,22895,5.92532467532468,9.8,41,9.8,22895
"16406",91.6,18.3,24306,6.85230944687322,7.1,47.6,7.1,24306
"16407",86.7,10.9,22519,11.0207768744354,8.3,57.7,8.3,22519
"16408",90.8,24.5,32381,13.7037037037037,7.9,53.3,7.9,32381
"16409",93.9,32,30237,5.42093429927554,7.1,46.3,7.1,30237
"16410",94.6,28,32064,4.76663356504469,7.4,46.2,7.4,32064
"16411",91.4,20.7,26395,9.21544209215442,7.9,41.3,7.9,26395
"16412",93.6,28.2,28941,4.17690417690418,7.7,48.5,7.7,28941
"16413",100,52.7,60438,0,26.4,63.2,26.4,60438
"16414",89.1,15.7,24332,11.4754098360656,8.5,59.3,8.5,24332
"16415",94.3,23.8,28083,9.48275862068965,8.8,58,8.8,28083
"16416",95.4,35.3,33785,6.60398991057097,5.6,48.9,5.6,33785
"16417",90.4,18,24270,10.7808409055906,9.7,50.4,9.7,24270
"16418",82,9.8,20786,1.53846153846154,7.1,36.9,7.1,20786
"16419",92,15.9,22825,11.6417910447761,7.1,42.8,7.1,22825
"16420",89.6,16.9,23153,14.6739130434783,6.5,64.7,6.5,23153
"16421",92.1,21.8,25236,15.5241935483871,13.8,58.6,13.8,25236
"16422",90.7,20.5,29103,7.61932997331752,9.4,46.3,9.4,29103
"16423",87.2,9.1,20079,13.0952380952381,6,56.6,6,20079
"16424",89.1,24.9,25799,1.43884892086331,6.2,47.3,6.2,25799
"16425",87.7,12.6,21582,8.50202429149797,9.5,44.4,9.5,21582
"16426",89.2,17.2,22044,17.2131147540984,9.1,46.7,9.1,22044
"16427",92.4,23.4,26564,5.42238040406155,6.8,44.1,6.8,26564
"16428",90.5,12.4,25772,13.0769230769231,6.8,59.4,6.8,25772
"16429",88.1,19.5,23408,9.67496190959878,6.9,49.8,6.9,23408
"16430",96.6,43.7,42424,5.83876704208654,6.9,53.5,6.9,42424
"16431",81.9,6.9,20824,8.62068965517241,15.5,52.3,15.5,20824
"16432",90.6,7.4,21467,1.17924528301887,11.4,45.9,11.4,21467
"16433",88.9,18.6,30415,9.58904109589041,14.6,54.1,14.6,30415
"16434",89.8,14.6,24277,10.1744186046512,7.4,54.5,7.4,24277
"16435",88.4,17.3,21987,9.56375838926174,7.1,53.8,7.1,21987
"16436",87.9,9.8,19117,3.17460317460317,3.4,53.4,3.4,19117
"16437",91.5,25.6,27280,13.8095238095238,11.6,50.9,11.6,27280
"16438",92.3,18.9,23115,7.89189189189189,9.6,48.8,9.6,23115
"16439",74.3,12.4,12579,24.5014245014245,11.9,34.7,11.9,12579
"16440",90.4,14.1,27124,5.375,10.1,51.7,10.1,27124
"16441",88.5,21.4,25117,13.4854771784232,10.6,48.2,10.6,25117
"16442",83.9,9.2,25783,18.6656671664168,10.6,56.1,10.6,25783
"16443",86.1,28.4,27472,5.89254766031196,27,44.6,27,27472
"16444",86.4,19.2,25916,8.51926977687627,6.2,57.3,6.2,25916
"16445",87.8,14.3,28573,18.9759036144578,10.6,55.6,10.6,28573
"16446",92.7,15.7,24831,15.625,14.8,57.6,14.8,24831
"16447",81.4,0,23766,17.6829268292683,47.5,28.6,47.5,23766
"16448",88.2,9.7,24902,12.1155053358443,11.8,52.1,11.8,24902
"16449",90.3,19.5,23328,4.4280442804428,8.1,46.9,8.1,23328
"16450",92.7,21,23709,4.41176470588235,12.6,58,12.6,23709
"16451",91.8,15.6,20107,8.68544600938967,11.5,39.6,11.5,20107
"16452",95.1,36.3,31633,4.33292804244501,7.9,42.4,7.9,31633
"16453",92.8,22.5,26637,6.26477541371158,5.9,50.3,5.9,26637
"16454",84.5,11.9,24600,6.25,0,66,0,24600
"16455",87.3,8.1,21125,5.19645120405577,10.7,52.2,10.7,21125
"16456",95.6,29.6,34663,6.29470672389127,3.1,59.9,3.1,34663
"16457",87.5,17.4,22955,14.6892655367232,10.2,52.6,10.2,22955
"16458",93.7,18.3,20477,10.1851851851852,7.7,43.6,7.7,20477
"16459",87.4,19.8,27822,11.8599791013584,10.6,46.2,10.6,27822
"16460",96.8,39.4,30347,8.984375,5.6,59.7,5.6,30347
"16461",91.5,26.1,24450,7.10268694022079,8.3,36.7,8.3,24450
"16462",84,9,9852,13.5697764070933,12.9,35.2,12.9,9852
"16463",98,26.9,31776,6.61764705882353,5.6,56.4,5.6,31776
"16464",83.8,12.5,19263,32.8947368421053,1.5,61.7,1.5,19263
"16465",82.8,10.9,22831,9.4211123723042,11.2,49.6,11.2,22831
"16466",95.8,45.3,45776,0,9.8,55.7,9.8,45776
"16467",88.8,12.7,19969,8.78136200716846,11.8,45.5,11.8,19969
"16468",93.9,27.3,27136,6.68857529479992,5.6,45.8,5.6,27136
"16469",93.1,21.9,22891,5.18701482004234,13.2,45.2,13.2,22891
"16470",97.6,41.5,39366,0,0,63,0,39366
"16471",97.2,35.8,40535,10.9756097560976,5.2,61.4,5.2,40535
"16472",93.6,19.5,26327,5.85696670776819,6,45.5,6,26327
"16473",98.4,40.1,33333,15.2,10.8,54.5,10.8,33333
"16474",87.7,14.5,22535,2.99727520435967,8.1,49.6,8.1,22535
"16475",94.2,15.1,24826,6.14035087719298,6,47.6,6,24826
"16476",94.1,16.3,23815,5.20231213872832,3.9,57.3,3.9,23815
"16477",92.1,11.2,24690,3.98671096345515,6.7,53.7,6.7,24690
"16478",90.7,20,21445,14.1221374045802,14,48,14,21445
"16479",93.2,14.5,30602,7.91666666666667,4.5,49,4.5,30602
"16480",100,0,23600,0,0,73.6,0,23600
"16481",96,15.9,27687,13.1313131313131,11.8,58.4,11.8,27687
"16482",92.1,14.5,25541,4.32525951557093,5,54,5,25541
"16483",96.2,15.5,28694,4.51127819548872,9.6,51,9.6,28694
"16484",95.1,33.3,33713,0,12,59.8,12,33713
"16485",86.1,26.7,22438,20.952380952381,0,54.7,0,22438
"16486",88.9,14,27107,2.68817204301075,19.6,44.9,19.6,27107
"16487",92.2,20.2,23339,6.42595631864664,9.6,46.3,9.6,23339
"16488",95,18.5,29776,3.81679389312977,8.7,42.3,8.7,29776
"16489",96.6,44.3,44824,0,8,59.8,8,44824
"16490",94.7,11.9,21279,7.52688172043011,5.3,43.4,5.3,21279
"16491",90.4,15.8,25330,9.58904109589041,6.7,55.2,6.7,25330
"16492",84.1,8.3,19655,9.09090909090909,9.1,52.7,9.1,19655
"16493",96.1,24.7,28737,5.93656236605229,4.7,46.1,4.7,28737
"16494",82.9,14.4,20640,8,5.9,51.6,5.9,20640
"16495",80.8,21.6,18628,8.13953488372093,15.8,64.3,15.8,18628
"16496",93.2,18.8,26151,13.8181818181818,9.2,54.7,9.2,26151
"16497",94.3,20.6,22833,10.1435406698565,8,41.1,8,22833
"16498",91.8,9.9,23002,1.26353790613718,5.8,50.4,5.8,23002
