Abbreviation,FIPS,name,geographytype,year,residentpopulation,percentchangeinresidentpopulatio,popdensity,geoid2,geoid,geodisplaylabel,giniIndex,total_pop,percentNoWeb,percentWithWeb,meanHouseholdSize,percentHsEdu,percentBachelorsEdu,medianHouseholdIncome,meanHouseholdIncome,perCapitaIncome,uninsuredRate,ueRate,percentArmedForces,total_higherEd,percentEnglishOnly,medianAge,percent65andOlder,percentHigherEd,y,x,geoid2_20,idxpopdens
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2827,8600000US02827,ZCTA5 02827,.3612,808,10.39604,87.252472,2.49,94,29.5,87500,94684,37904,2.0999999,1.0664479,0,89,93.603195,51.700001,20.799999,4.4477763,2.0999999,37904,2827,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2815,8600000US02815,ZCTA5 02815,.296,87,0,100,2.24,100,100,214205,174783,74355,8.6999998,0,0,21,100,42.200001,8.1999998,10.769231,8.6999998,74355,2815,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2804,8600000US02804,ZCTA5 02804,.27540001,911,12.952799,80.570801,2.28,97.800003,24.700001,92961,89075,39302,5.1999998,3.689168,0,86,97.71666,51.900002,17.299999,4.4628959,5.1999998,39302,2804,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2891,8600000US02891,ZCTA5 02891,.47080001,9253,13.822544,81.670807,2.24,91.599998,33.299999,62743,86088,38456,5,5.6355557,.17521054,1433,90.235603,46.900002,21.9,7.1682258,5,38456,2891,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2919,8600000US02919,ZCTA5 02919,.42250001,11992,16.886257,80.795532,2.3900001,88.5,22.4,60574,76016,33113,2.4000001,6.0634098,.10168802,1559,85.588509,45.5,20.5,5.6253157,2.4000001,33113,2919,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2904,8600000US02904,ZCTA5 02904,.49540001,12755,23.72403,73.829872,2.3599999,86.199997,26.9,41054,60410,26703,8.6000004,5.6437507,.056342565,1994,67.624298,39.599998,16.799999,6.9185662,8.6000004,26703,2904,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2861,8600000US02861,ZCTA5 02861,.41980001,9831,15.69525,81.78212,2.54,85,20,55683,68483,27972,7.3000002,8.6485729,.21372712,1250,74.543922,40.299999,14.3,5.2543087,7.3000002,27972,2861,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2859,8600000US02859,ZCTA5 02859,.3522,2473,13.101496,84.917107,2.8299999,87.599998,23.4,76146,80652,29496,8,4.5054116,.13188262,511,94.568779,44.599998,15.1,7.2843904,8,29496,2859,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2889,8600000US02889,ZCTA5 02889,.39820001,11312,13.976308,83.910889,2.4200001,91.300003,29.6,70955,81389,33958,5.0999999,7.6399393,.14235796,1505,91.191475,44,17.4,5.7713695,5.0999999,33958,2889,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2863,8600000US02863,ZCTA5 02863,.44420001,6310,31.806656,62.567352,3.01,59.200001,8,30794,41405,14842,22.200001,10.524622,.090491436,800,29.499062,29.1,7.5,4.5488143,22.200001,14842,2863,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2860,8600000US02860,ZCTA5 02860,.46059999,17926,23.574696,73.853622,2.5999999,77.400002,19.1,40455,53253,21704,12.1,11.535408,.078437738,3349,50.237526,33.599998,11.4,7.7229962,12.1,21704,2860,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2898,8600000US02898,ZCTA5 02898,.25240001,599,2.6711185,97.32888,2.3800001,86.900002,31.700001,82996,84313,34598,4.9000001,2.1582735,0,110,93.337959,47.200001,20.4,7.6335878,4.9000001,34598,2898,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2864,8600000US02864,ZCTA5 02864,.46360001,13495,14.909225,83.979248,2.54,89.900002,37.799999,81810,102165,41483,2.9000001,3.0362754,0,1907,83.153717,44.5,17.9,5.77284,2.9000001,41483,2864,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2921,8600000US02921,ZCTA5 02921,.4043,4489,10.848742,86.879036,2.8599999,92,49.599998,103838,120520,42979,2.0999999,5.0880904,0,1097,86.653046,41.5,14.8,8.9660807,2.0999999,42979,2921,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2881,8600000US02881,ZCTA5 02881,.50129998,1062,4.425612,90.960449,2.55,96.699997,67.099998,80208,106269,16705,3.3,8.6745691,0,5676,88.41684,19.700001,5.3000002,73.295456,3.3,16705,2881,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2831,8600000US02831,ZCTA5 02831,.38280001,1170,13.760684,81.623932,2.78,94.900002,37.5,91346,113161,42108,2.4000001,4.6345811,0,176,86.837929,44.799999,15.900001,5.5819855,2.4000001,42108,2831,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2893,8600000US02893,ZCTA5 02893,.43279999,13135,14.762086,80.761322,2.21,87.5,22.6,51740,64985,29465,5,6.8329268,.19760405,1960,90.756882,38.900002,17.1,7.0878386,5,29465,2893,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2905,8600000US02905,ZCTA5 02905,.50169998,8796,21.850842,73.772171,2.75,81.5,26.9,41050,60422,22312,8.8000002,13.120942,0,3521,52.107841,32.200001,11.2,14.740235,8.8000002,22312,2905,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2915,8600000US02915,ZCTA5 02915,.43000001,7329,16.6462,77.991539,2.25,88.400002,30.4,59301,69148,31552,4,5.6372824,0,1157,87.019081,45.299999,19.700001,7.2380357,4,31552,2915,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2825,8600000US02825,ZCTA5 02825,.38780001,2081,10.475733,88.611244,2.5799999,94,31.700001,79870,99041,39140,6,3.0577223,0,130,94.810226,50,18.5,2.5174284,6,39140,2825,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2909,8600000US02909,ZCTA5 02909,.4729,14790,33.630833,64.54361,2.77,66.900002,12.9,33661,45754,17781,16.700001,11.351829,.028387586,2768,36.2309,30.299999,8,7.2430396,16.700001,17781,2909,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2895,8600000US02895,ZCTA5 02895,.46529999,17054,22.897854,74.627655,2.3900001,79,15.3,38340,51997,22747,9.3999996,8.5663204,.056559402,1848,73.944313,37.799999,13.8,4.746738,9.3999996,22747,2895,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2886,8600000US02886,ZCTA5 02886,.44780001,12509,15.316972,82.460625,2.26,91.900002,34.799999,70196,85085,37763,4.8000002,5.3679709,.083090983,1398,90.84182,45.5,20.9,5.1212544,4.8000002,37763,2886,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2833,8600000US02833,ZCTA5 02833,.36610001,385,3.8961039,96.103897,2.3399999,87.400002,34,84770,82899,37158,4.1999998,1.776199,1.8203883,105,92.18573,52.700001,21.9,11.89128,4.1999998,37158,2833,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2908,8600000US02908,ZCTA5 02908,.4614,12204,17.879383,80.154045,2.79,82.599998,28,45042,62150,21720,9,7.4697614,.074840114,5914,57.253258,30,9.5,16.864859,9,21720,2908,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2814,8600000US02814,ZCTA5 02814,.35190001,2750,13.418181,83.963638,2.77,94,30.5,93468,95908,36467,6,4.7938862,.19320561,289,96.499512,45.299999,13.9,4.0144463,6,36467,2814,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2813,8600000US02813,ZCTA5 02813,.39739999,3271,13.665545,84.194435,2.3599999,93.099998,37.599998,72648,86520,37262,4,8.0054274,0,404,96.094482,47.900002,21.6,5.422091,4,37262,2813,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2878,8600000US02878,ZCTA5 02878,.41549999,6841,13.126736,83.949715,2.3099999,92.199997,32.299999,75716,94780,40680,3.0999999,5.9829059,0,852,93.021103,50.200001,23.5,5.6360388,3.0999999,40680,2878,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2903,8600000US02903,ZCTA5 02903,.66259998,4802,29.466888,67.638481,1.7,79.199997,45.700001,30711,70167,33478,9.6000004,10.711392,0,4117,65.469643,28.9,13.8,38.401268,9.6000004,33478,2903,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2832,8600000US02832,ZCTA5 02832,.40380001,1923,7.0722828,91.471657,2.4400001,94.199997,32.400002,85324,97020,40246,5.3000002,7.8721209,0,165,97.625786,45.5,15.3,3.5939882,5.3000002,40246,2832,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2911,8600000US02911,ZCTA5 02911,.4323,6655,16.288506,81.502632,2.25,90.800003,31.9,57019,70961,31156,3.7,6.0637321,.059106022,1683,80.490234,39,15.099999,11.179753,3.7,31156,2911,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2920,8600000US02920,ZCTA5 02920,.44679999,14064,19.290386,78.306313,2.3900001,86.199997,26,53159,71608,28856,5.9000001,6.845408,.016025642,2711,73.85041,42.200001,19.6,7.7333407,5.9000001,28856,2920,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2912,8600000US02912,ZCTA5 02912,,0,,,,100,91.699997,,,3735,5.9000001,4.0740743,0,1351,69.603523,20.1,0,99.192368,5.9000001,3735,2912,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2917,8600000US02917,ZCTA5 02917,.39700001,4527,10.117075,88.469185,2.4400001,93.300003,37.5,83010,98932,34329,3,3.4689329,.11480115,3169,91.429413,39.599998,17.799999,23.434149,3,34329,2917,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2812,8600000US02812,ZCTA5 02812,.2491,418,7.6555023,87.081337,3.22,95.699997,61.900002,123047,129228,41528,4.0999999,6.0759492,2.0527859,95,96.629211,43.299999,10,7.1161051,4.0999999,41528,2812,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2879,8600000US02879,ZCTA5 02879,.43669999,8337,11.191076,86.793808,2.46,94.599998,52.200001,79537,100218,40936,4.3000002,6.6202712,0,1427,94.584511,47.200001,21.5,7.1954417,4.3000002,40936,2879,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2916,8600000US02916,ZCTA5 02916,.4172,3749,14.217125,81.915176,2.3900001,88.699997,42.799999,70184,87095,37658,3.2,4.2420707,.12308534,478,85.431168,42.900002,18.700001,5.6387873,3.2,37658,2916,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2808,8600000US02808,ZCTA5 02808,.33970001,860,15.697675,84.302322,2.95,83,23.799999,76848,82397,28184,3,10.121457,0,182,95.99028,37.799999,9.5,7.3714056,3,28184,2808,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2818,8600000US02818,ZCTA5 02818,.4851,7567,11.444429,86.282539,2.4200001,96.599998,57.099998,97800,138103,57183,3.9000001,4.8365879,.11571711,916,92.296364,45.599998,18.799999,5.1886258,3.9000001,57183,2818,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2910,8600000US02910,ZCTA5 02910,.3617,8128,15.452756,82.258858,2.6500001,89.599998,26.299999,62941,70557,27500,6.0999999,6.4358521,.052310374,1472,72.203354,37.5,12.8,7.3511786,6.0999999,27500,2910,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2842,8600000US02842,ZCTA5 02842,.44530001,6824,13.892145,82.224503,2.3099999,92.400002,41.400002,65851,85538,36678,6.0999999,6.0077052,3.0797517,995,89.061279,42.900002,18.799999,6.4863105,6.0999999,36678,2842,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2888,8600000US02888,ZCTA5 02888,.43149999,8327,14.963372,81.421883,2.3099999,90.699997,29.6,67579,85455,37281,4.9000001,4.7270188,0,1345,86.399559,43.799999,17.799999,7.4329925,4.9000001,37281,2888,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2828,8600000US02828,ZCTA5 02828,.43540001,3002,17.954697,78.914055,2.46,90.599998,32.299999,79103,100319,40544,1.9,5.1660519,.10683761,436,93.138451,49.700001,23.5,5.9006634,1.9,40544,2828,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2907,8600000US02907,ZCTA5 02907,.4707,8865,26.339537,69.080658,3.23,69.300003,14.1,35512,48773,16583,16.5,14.815573,0,2294,31.606579,30.6,9.3000002,8.4220572,16.5,16583,2907,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2840,8600000US02840,ZCTA5 02840,.50950003,10531,15.895926,80.334251,2.0699999,92.800003,52,65317,90914,41475,10.1,4.5573921,3.373698,2618,86.734924,37.5,17.1,11.966906,10.1,41475,2840,0
RI,44,Rhode Island,State,2010,"1,052,567",.40000001,1018.1,2914,8600000US02914,ZCTA5 02914,.44600001,8807,23.345066,72.431023,2.3800001,75.800003,17,47985,61312,27124,9.3999996,9.4309082,.10567885,1156,66.627747,40.599998,18.1,5.6244831,9.3999996,27124,2914,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29520,8600000US29520,ZCTA5 29520,.49860001,5690,32.829525,59.89455,2.4100001,80.400002,14.5,36298,51969,21371,11.2,10.350934,0,431,97.453598,43.400002,19.1,3.199703,11.2,21371,29520,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29696,8600000US29696,ZCTA5 29696,.43709999,1977,26.707132,66.666664,2.5999999,87.900002,20.299999,49756,66470,25873,15.3,5.85567,0,333,92.921997,41.099998,17.799999,6.8716469,15.3,25873,29696,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29665,8600000US29665,ZCTA5 29665,.3752,94,52.127659,47.872341,1.46,47.400002,0,,28568,15777,32.799999,0,0,0,55.474453,35.5,8,0,32.799999,15777,29665,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29658,8600000US29658,ZCTA5 29658,.58939999,168,17.261906,66.666664,2.49,78.699997,16.799999,41111,81389,33120,16.799999,0,0,16,99.067596,44.099998,10.099999,3.7296038,16.799999,33120,29658,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29403,8600000US29403,ZCTA5 29403,.55940002,8527,29.330362,66.318748,2.5,88.599998,44.299999,38414,63295,27417,11.5,8.2850103,.13181482,4779,96.592216,28.4,10.3,22.905483,11.5,27417,29403,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29613,8600000US29613,ZCTA5 29613,,0,,,,100,76.699997,,,4367,6.5,5.316092,0,1913,89.806587,19.9,0,100,6.5,4367,29613,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29108,8600000US29108,ZCTA5 29108,.4411,7603,37.393135,57.76667,2.5599999,78.199997,14.6,36614,47470,18401,11.5,9.965127,0,1391,88.552048,36.099998,15.5,7.2580223,11.5,18401,29108,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29920,8600000US29920,ZCTA5 29920,.45919999,4067,25.719204,68.109169,2.6700001,91.099998,32,53463,71951,28309,16.6,9.6229191,.22121564,247,95.586967,49.599998,28.700001,2.3593466,16.6,28309,29920,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29208,8600000US29208,ZCTA5 29208,,0,,,,,,,,11869,3.4000001,19.23077,0,761,92.378448,19.5,0,100,3.4000001,11869,29208,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29929,8600000US29929,ZCTA5 29929,.31330001,455,18.681318,77.14286,2.4300001,89.400002,22,44583,47258,19952,10.3,5.7971015,0,47,99.146919,47,17.1,4.4549761,10.3,19952,29929,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29201,8600000US29201,ZCTA5 29201,.54299998,7705,14.704737,75.262817,2.28,89.599998,50.400002,34060,52055,22714,7.5,7.0436597,.70676768,11249,91.510918,22.6,6.6999998,55.32658,7.5,22714,29201,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29375,8600000US29375,ZCTA5 29375,.24330001,28,35.714287,64.285713,3.04,93.199997,15.9,28750,33879,11395,5.9000001,0,0,0,87.058823,30.200001,10.6,0,5.9000001,11395,29375,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29563,8600000US29563,ZCTA5 29563,.44260001,1029,55.782314,36.248787,2.3599999,77,11.9,31585,43419,19092,11.9,2.4738345,0,91,96.173691,49.599998,22.1,3.9122958,11.9,19092,29563,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29010,8600000US29010,ZCTA5 29010,.49439999,4269,42.984306,51.815414,2.54,76.599998,10.2,31670,44037,15904,11.7,9.3854752,.059488401,476,97.787422,39.299999,15,4.0507193,11.7,15904,29010,0
SC,45,South Carolina,State,2010,"4,625,364",15.3,153.9,29615,8600000US29615,ZCTA5 29615,.48480001,16414,12.696479,85.232117,2.1900001,96,48.599998,57208,83202,38569,9.8000002,3.9762855,.14608234,1662,86.537621,39.700001,20.1,4.8524132,9.8000002,38569,29615,0
